ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
16,Idaho,ID,16027,Canyon County,16027021006,Census Tract 210.06; Canyon County; Idaho,1.008870626328,4719,882,2154,262,1966,291,673,251,207,116,403,166,610,404,789,426,1678,532,820,237,1166,378,76,74,431,301,1460,1166,99,65,761,294,53,70,87,59,64,5,14.5,4.6,10.4,5.2,20.5,7.9,16.9,10.3,17.0,7.6,35.6,9.9,17.4,3.6,25.1,5.6,3.9,3.7,9.9,6.6,30.9,24.0,4.6,3.0,35.3,10.9,2.7,3.5,4.4,2.9,1.4,0.3,0.3648,0.9626,0.4044,0.8857,0.8813,3.4988,0.8418,0.9736,0.2088,0.9692,0.4659,0.9758,3.5933,0.9692,0.8396,0.8396,0.8396,0.6879,0.9934,0.6066,0.6967,0.7385,3.7231,0.9495,11.6548,0.967,0,1,0,0,0,1,1,0,1,0,1,3,0,0,0,1,0,0,0,1,5,6025,182,76,0,13,1289,636,72,58,0,13,0,13,99,74,0,13,9.3,4.0,0.0,0.8,27.3,11.6,1.5,1.3,0.0,0.8,0.0,0.8,2.1,1.6,0.0,0.8
16,Idaho,ID,16027,Canyon County,16027021007,Census Tract 210.07; Canyon County; Idaho,1.62688903975,3368,710,1300,228,1300,228,443,291,76,67,350,223,351,223,478,209,359,185,549,322,598,219,18,30,86,53,797,983,0,18,119,93,0,18,41,64,0,13,13.2,8.2,4.1,3.6,26.9,16.5,15.4,8.3,14.2,5.5,10.7,5.6,16.3,7.2,17.8,6.8,1.4,2.3,2.8,1.7,23.7,28.8,0.0,1.4,9.2,7.4,0.0,1.4,3.2,4.8,0.0,0.4,0.3055,0.6527,0.6857,0.8659,0.7934,3.3032,0.7802,0.1846,0.1582,0.767,0.1538,0.8088,2.0724,0.3011,0.7077,0.7077,0.7077,0.0,0.6505,0.0,0.5846,0.0,1.2351,0.1538,7.3184,0.4198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136,111,74,0,13,612,323,8,17,0,13,0,13,177,225,0,13,8.5,5.6,0.0,1.1,18.2,9.0,0.2,0.5,0.0,1.1,0.0,1.1,5.3,6.6,0.0,1.1
16,Idaho,ID,16027,Canyon County,16027021008,Census Tract 210.08; Canyon County; Idaho,5.367828615036,4246,684,1740,286,1681,279,610,332,202,218,414,179,320,163,454,234,325,105,1207,268,573,296,103,70,116,108,1571,885,39,51,181,115,115,86,126,133,0,13,14.4,7.5,8.7,8.0,24.6,9.8,12.4,6.2,10.7,5.9,7.7,2.8,28.4,5.3,13.5,5.8,6.1,4.0,3.1,2.8,37.0,20.0,2.2,2.9,10.4,6.5,6.8,5.0,7.5,7.5,0.0,0.3,0.3516,0.9275,0.5934,0.7868,0.6132,3.2725,0.7692,0.0725,0.7495,0.4945,0.6945,0.8352,2.8462,0.6989,0.9099,0.9099,0.9099,0.5714,0.6769,0.8923,0.8747,0.0,3.0153,0.7297,10.0439,0.844,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,7104,11,20,31,30,1309,460,10,18,43,46,0,13,168,160,10,17,0.7,1.2,0.7,0.7,30.8,8.6,0.2,0.4,1.0,1.1,0.0,0.9,4.0,3.8,0.2,0.4
16,Idaho,ID,16027,Canyon County,16027021101,Census Tract 211.01; Canyon County; Idaho,7.26087011865,6268,1230,1980,292,1980,292,1473,740,172,119,349,180,350,224,559,215,545,189,2324,727,913,412,123,97,39,94,2617,1430,9,23,18,31,18,35,68,60,0,18,23.5,10.9,6.6,4.8,17.6,8.7,9.6,6.2,8.9,3.8,8.7,3.5,37.1,5.2,14.6,6.6,6.2,4.8,0.7,1.7,41.8,21.3,0.5,1.2,0.9,1.6,0.9,1.8,3.4,3.1,0.0,0.3,0.6615,0.844,0.2571,0.6681,0.4879,2.9186,0.6527,0.0967,0.9802,0.5604,0.7011,0.5165,2.8549,0.7077,0.9451,0.9451,0.9451,0.3824,0.2989,0.3077,0.6,0.0,1.589,0.244,8.3076,0.578,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,4299,51,82,0,18,2333,1000,0,18,0,18,0,18,284,184,0,18,2.6,4.1,0.0,0.6,37.2,10.9,0.0,0.6,0.0,0.6,0.0,0.6,4.5,3.2,0.0,0.6
16,Idaho,ID,16027,Canyon County,16027021102,Census Tract 211.02; Canyon County; Idaho,2.011087942992,2943,555,967,139,967,139,145,162,37,58,179,156,50,69,74,77,536,275,802,289,455,291,51,54,103,139,820,786,0,18,0,13,0,18,0,13,0,13,4.9,5.4,2.7,4.1,18.5,15.9,2.8,3.7,2.5,2.7,18.2,11.2,27.3,6.2,15.6,11.9,5.3,5.5,3.6,4.8,27.9,26.2,0.0,1.9,0.0,3.8,0.0,1.9,0.0,3.8,0.0,0.4,0.0462,0.4198,0.3077,0.178,0.0571,1.0088,0.0769,0.6066,0.6857,0.6374,0.622,0.8659,3.4176,0.9341,0.7846,0.7846,0.7846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.211,0.1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712,0,13,30,46,405,383,0,13,0,13,0,13,88,80,297,423,0.0,3.8,1.0,1.6,13.8,12.9,0.0,1.3,0.0,1.3,0.0,1.3,3.0,2.8,10.1,13.9
16,Idaho,ID,16027,Canyon County,16027021103,Census Tract 211.03; Canyon County; Idaho,1.232147235296,3130,504,1119,107,1119,107,574,331,0,13,465,189,108,94,208,87,368,117,845,192,483,409,136,113,54,68,1269,622,44,49,56,66,0,18,0,13,12,3,18.5,10.3,0.0,2.1,41.6,16.4,5.8,5.1,6.7,3.0,11.8,3.8,27.0,3.2,15.5,12.9,12.1,10.0,1.9,2.4,40.5,18.8,3.9,4.4,5.0,5.9,0.0,1.6,0.0,3.3,0.4,0.1,0.4901,0.0,0.9538,0.4308,0.3209,2.1956,0.3714,0.2374,0.6659,0.633,0.9604,0.7319,3.2286,0.8901,0.9341,0.9341,0.9341,0.6505,0.5055,0.0,0.0,0.4967,1.6527,0.2571,8.011,0.5385,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,3,2015,6,12,52,66,727,187,0,13,77,119,0,13,144,208,269,391,0.5,1.1,1.7,2.2,23.2,6.7,0.0,1.2,2.5,3.8,0.0,1.2,4.6,6.6,8.6,11.4
16,Idaho,ID,16027,Canyon County,16027021104,Census Tract 211.04; Canyon County; Idaho,3.448873103488,4879,866,1411,168,1240,210,1020,328,52,50,392,146,155,101,221,116,500,147,1611,404,609,170,90,76,118,80,1004,1176,181,155,0,13,78,75,0,13,478,56,21.8,5.7,3.2,3.1,31.6,10.5,6.1,4.1,4.7,2.7,10.2,2.8,33.0,5.3,12.9,4.3,7.3,6.0,2.6,1.7,20.6,23.8,12.9,10.9,0.0,2.6,6.3,6.0,0.0,3.0,9.8,2.1,0.6176,0.5209,0.8264,0.4659,0.1846,2.6154,0.5143,0.1648,0.9187,0.4462,0.8044,0.7912,3.1253,0.8396,0.633,0.633,0.633,0.8527,0.0,0.8725,0.0,0.9516,2.6768,0.611,9.0505,0.7099,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,7806,33,40,441,328,432,353,18,32,32,71,0,13,81,137,0,13,2.7,3.2,9.0,6.7,8.9,6.8,0.4,0.7,0.7,1.5,0.0,0.8,1.7,2.8,0.0,0.8
16,Idaho,ID,16027,Canyon County,16027021105,Census Tract 211.05; Canyon County; Idaho,21.34592706344,5569,768,1935,318,1935,318,448,356,71,86,367,212,194,135,754,609,654,194,1575,429,633,257,25,44,0,72,544,1066,0,25,70,65,19,44,126,107,8,2,8.1,6.3,2.3,2.8,19.0,10.5,5.1,3.6,13.6,10.4,11.7,3.5,28.3,6.2,11.4,4.6,1.3,2.3,0.0,1.4,9.8,19.1,0.0,1.3,3.6,3.4,1.0,2.3,6.5,5.7,0.1,0.0,0.1209,0.3648,0.3319,0.3604,0.7736,1.9516,0.3099,0.233,0.7451,0.3385,0.1407,0.0,1.4573,0.0813,0.2,0.2,0.2,0.0,0.4484,0.3319,0.8286,0.3275,1.9364,0.3319,5.5453,0.1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6327,114,88,0,18,240,207,0,18,0,18,105,168,161,123,38,70,5.9,4.6,0.0,0.7,4.3,3.7,0.0,0.7,0.0,0.7,1.9,3.0,2.9,2.2,0.7,1.3
16,Idaho,ID,16027,Canyon County,16027021201,Census Tract 212.01; Canyon County; Idaho,2.81762567724,4650,1407,1364,313,1323,323,545,334,153,98,301,168,511,331,1023,815,265,111,1650,851,558,257,44,63,431,310,2325,1925,0,18,193,95,93,70,0,13,0,13,11.7,6.2,6.9,4.6,22.8,11.4,21.9,11.4,22.0,11.7,5.7,3.0,35.5,9.2,12.0,6.4,3.3,4.7,10.4,6.8,50.0,38.5,0.0,1.3,14.1,7.5,7.0,5.0,0.0,2.8,0.0,0.3,0.2505,0.8637,0.5121,0.9516,0.9692,3.5471,0.8571,0.0286,0.9692,0.3824,0.4022,0.9824,2.7648,0.6549,0.978,0.978,0.978,0.0,0.7868,0.9011,0.0,0.0,1.6879,0.2659,8.9778,0.6813,0,0,0,1,1,2,0,1,0,0,1,2,1,1,0,0,1,0,0,1,6,4275,44,45,0,13,1759,439,171,175,0,13,0,13,315,317,80,148,3.3,3.5,0.0,0.8,37.8,12.5,3.7,3.9,0.0,0.8,0.0,0.8,6.8,7.1,1.7,3.1
16,Idaho,ID,16027,Canyon County,16027021202,Census Tract 212.02; Canyon County; Idaho,2.669381042136,4026,732,1603,296,1476,313,912,425,113,108,544,279,797,421,423,218,639,153,868,165,618,224,26,41,223,154,1980,988,19,34,133,71,136,132,56,52,0,13,22.7,9.7,5.8,5.2,36.9,17.2,28.9,10.2,10.5,5.2,15.9,4.4,21.6,4.8,15.4,5.7,1.8,2.8,5.8,3.9,49.2,22.9,1.2,2.1,8.3,4.7,9.2,8.7,3.8,3.5,0.0,0.3,0.6352,0.8022,0.9143,0.9846,0.6044,3.9407,0.9319,0.4835,0.3714,0.6242,0.2242,0.9165,2.6198,0.5802,0.9758,0.9758,0.9758,0.4923,0.6198,0.956,0.6374,0.0,2.7055,0.6198,10.2418,0.8593,0,0,1,1,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,1,5,2482,162,143,0,13,1585,358,0,13,0,13,0,13,379,222,16,27,11.0,9.2,0.0,0.9,39.4,8.3,0.0,0.9,0.0,0.9,0.0,0.9,9.4,5.9,0.4,0.7
16,Idaho,ID,16027,Canyon County,16027021300,Census Tract 213; Canyon County; Idaho,1.810907955664,2996,459,960,157,903,158,996,321,21,18,384,132,564,124,428,129,276,67,889,236,428,161,28,28,308,115,1998,528,150,60,156,67,106,61,48,35,419,24,38.6,10.4,1.8,1.6,42.5,12.6,33.1,6.8,16.6,4.8,9.2,2.4,29.7,5.3,16.6,5.8,3.1,3.1,11.2,3.8,66.7,14.4,15.6,5.7,16.3,7.1,11.8,6.4,5.3,4.0,14.0,2.3,0.9363,0.2813,0.9626,0.9934,0.8637,4.0373,0.9473,0.1143,0.8044,0.7033,0.3736,0.9846,2.9802,0.7582,0.9956,0.9956,0.9956,0.8967,0.844,0.9824,0.7758,0.9714,4.4703,1.0,12.4834,0.989,1,0,1,1,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1,2,7,6498,176,64,33,38,1932,372,0,13,33,21,0,13,0,13,0,13,19.5,7.3,1.1,1.3,64.5,7.1,0.0,1.2,1.1,0.7,0.0,1.2,0.0,1.2,0.0,1.2
16,Idaho,ID,16027,Canyon County,16027021500,Census Tract 215; Canyon County; Idaho,1.179111878474,5969,768,1976,228,1844,227,1918,695,238,146,735,203,671,193,691,258,507,65,1315,492,1045,316,208,115,158,140,2492,1004,189,145,135,51,75,61,119,77,1285,36,40.5,13.1,8.3,4.6,39.9,9.9,23.2,6.3,11.7,4.1,8.5,1.4,22.0,5.9,17.6,4.9,11.3,6.1,2.8,2.4,41.7,15.9,9.6,7.3,6.8,2.7,4.1,3.3,6.5,4.0,21.5,2.8,0.9473,0.9143,0.9407,0.9626,0.6703,4.4352,0.9912,0.0945,0.3868,0.756,0.9495,0.8088,2.9956,0.7736,0.9429,0.9429,0.9429,0.789,0.5648,0.7385,0.8286,0.9802,3.9011,0.967,12.2748,0.9846,1,1,1,1,0,4,0,0,0,1,0,1,1,1,0,0,0,0,1,1,7,7223,383,118,112,130,1978,393,94,106,0,18,0,18,308,214,0,18,20.8,6.4,1.9,2.1,33.1,6.5,1.6,1.7,0.0,0.6,0.0,0.6,5.2,3.4,0.0,0.6
16,Idaho,ID,16027,Canyon County,16027021600,Census Tract 216; Canyon County; Idaho,1.694239128222,4403,859,1719,202,1629,208,1161,353,76,57,455,150,648,352,476,194,719,95,1146,434,835,187,103,65,93,91,1537,969,246,106,24,22,184,162,112,65,32,5,26.5,6.2,3.7,2.8,27.9,8.5,23.1,10.3,10.8,4.8,16.3,3.8,26.0,5.6,19.0,5.1,6.3,3.9,2.2,2.1,34.9,20.9,14.3,5.9,1.4,1.3,11.3,9.8,6.9,3.9,0.7,0.2,0.7319,0.6,0.7209,0.9604,0.6264,3.6396,0.8791,0.5143,0.6154,0.8066,0.7121,0.767,3.4154,0.9319,0.8879,0.8879,0.8879,0.8769,0.3297,0.9802,0.8484,0.589,3.6242,0.9319,11.5671,0.9626,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5108,174,96,58,85,1370,752,0,13,19,19,0,13,64,52,26,39,10.7,5.3,1.3,1.9,31.1,12.2,0.0,0.8,0.4,0.4,0.0,0.8,1.5,1.2,0.6,0.9
16,Idaho,ID,16027,Canyon County,16027021701,Census Tract 217.01; Canyon County; Idaho,1.50584027122,5761,1260,1731,210,1644,243,828,419,115,70,326,147,153,66,1309,646,770,220,1705,539,702,252,120,96,62,95,2279,1541,73,67,0,18,30,42,33,31,30,6,14.4,6.6,4.7,2.8,19.8,8.4,4.3,2.0,22.8,9.8,13.4,3.9,29.6,5.9,12.2,4.7,7.3,5.7,1.1,1.7,39.6,25.3,4.2,3.8,0.0,2.1,1.8,2.5,2.0,1.9,0.5,0.2,0.3516,0.7011,0.3648,0.3033,0.9714,2.6922,0.5429,0.3253,0.7956,0.3934,0.8044,0.6088,2.9275,0.7407,0.9275,0.9275,0.9275,0.6659,0.0,0.4703,0.422,0.5341,2.0923,0.3956,8.6395,0.6066,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4550,32,37,0,18,2108,980,14,27,4,5,0,18,124,79,29,47,1.9,2.2,0.0,0.6,36.6,12.6,0.2,0.5,0.1,0.1,0.0,0.6,2.2,1.4,0.5,0.8
16,Idaho,ID,16027,Canyon County,16027021702,Census Tract 217.02; Canyon County; Idaho,1.86316995018,6121,583,2436,199,2436,199,2482,830,39,43,900,239,1039,260,1126,301,916,211,1786,394,898,208,263,175,402,217,3528,744,45,55,479,178,184,108,100,119,99,5,41.2,13.2,1.5,1.8,36.9,9.3,28.3,6.3,18.7,4.5,15.0,3.9,29.2,4.8,14.9,3.5,10.8,7.1,7.2,3.9,57.6,10.8,1.8,2.3,19.7,7.4,7.5,4.4,4.1,4.9,1.6,0.2,0.9582,0.2,0.9143,0.978,0.9253,3.9758,0.9385,0.4352,0.7846,0.5846,0.9363,0.9473,3.688,0.9846,0.9912,0.9912,0.9912,0.5407,0.9077,0.9165,0.6725,0.7582,3.7956,0.9604,12.4506,0.9868,1,0,1,1,1,4,0,0,0,1,1,2,1,1,0,1,1,0,0,2,9,7060,503,178,1,21,3031,490,0,18,250,122,21,40,225,153,0,18,20.6,6.9,0.0,0.3,49.5,6.4,0.0,0.6,4.1,1.9,0.3,0.7,3.7,2.5,0.0,0.6
16,Idaho,ID,16027,Canyon County,16027021801,Census Tract 218.01; Canyon County; Idaho,36.901998265152,4348,611,1616,204,1586,203,784,421,65,49,344,135,313,143,199,82,1088,214,1081,307,530,195,66,69,18,62,1217,778,5,13,72,38,44,43,41,36,0,13,18.0,9.4,3.3,2.6,21.7,8.0,10.3,4.3,4.6,1.9,25.0,4.8,24.9,4.9,12.2,4.0,4.2,4.3,0.4,1.5,28.0,17.5,0.3,0.8,4.5,2.3,2.8,2.7,2.6,2.2,0.0,0.3,0.4725,0.5363,0.4549,0.6989,0.178,2.3406,0.4154,0.8549,0.5429,0.3934,0.5077,0.4132,2.7121,0.6242,0.7868,0.7868,0.7868,0.3582,0.4813,0.622,0.5011,0.0,1.9626,0.3385,7.8021,0.4901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4330,94,49,0,13,783,333,160,129,4,6,0,13,244,133,26,29,5.9,2.9,0.0,0.9,18.0,6.3,3.7,2.8,0.1,0.1,0.0,0.9,5.6,3.1,0.6,0.7
16,Idaho,ID,16027,Canyon County,16027021802,Census Tract 218.02; Canyon County; Idaho,8.103383678952,3194,517,1275,331,1250,332,339,191,3,5,227,103,281,307,133,119,520,153,890,269,395,146,155,111,0,52,831,749,0,18,90,65,0,18,17,27,0,13,10.6,5.7,0.2,0.3,18.2,6.7,12.8,12.3,4.2,3.4,16.3,4.0,27.9,6.8,12.4,4.7,12.4,8.2,0.0,1.8,26.0,23.1,0.0,1.4,7.1,5.5,0.0,1.4,1.4,2.2,0.0,0.4,0.2,0.0615,0.2879,0.7934,0.1429,1.4857,0.1802,0.5143,0.7231,0.411,0.9692,0.0,2.6176,0.578,0.7582,0.7582,0.7582,0.0,0.5736,0.0,0.3121,0.0,0.8857,0.1011,5.7472,0.2286,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1232,46,51,0,13,712,462,101,124,15,27,0,13,3,5,0,13,3.7,4.3,0.0,1.2,22.3,14.0,3.2,3.6,0.5,0.8,0.0,1.2,0.1,0.2,0.0,1.2
16,Idaho,ID,16027,Canyon County,16027021901,Census Tract 219.01; Canyon County; Idaho,4.229338914084,7531,571,2668,307,2668,307,1577,540,57,56,545,169,257,167,421,302,919,242,2285,318,1281,373,158,91,21,75,1653,911,25,35,397,215,87,72,81,120,4,2,20.9,7.0,1.6,1.6,20.4,5.9,5.9,4.0,5.6,3.9,12.2,3.4,30.3,3.7,17.0,4.6,5.9,3.3,0.3,1.1,21.9,12.0,0.9,1.3,14.9,8.2,3.3,2.7,3.0,4.6,0.1,0.0,0.589,0.2132,0.389,0.444,0.2352,1.8704,0.2967,0.2571,0.8198,0.7275,0.6747,0.3582,2.8373,0.6901,0.6659,0.6659,0.6659,0.4418,0.8154,0.6791,0.5692,0.3275,2.833,0.6725,8.2066,0.5692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5114,134,98,39,50,1140,696,99,87,0,18,0,18,375,220,0,18,5.0,3.6,0.5,0.7,15.1,8.8,1.3,1.2,0.0,0.5,0.0,0.5,5.0,3.0,0.0,0.5
16,Idaho,ID,16027,Canyon County,16027021904,Census Tract 219.04; Canyon County; Idaho,43.817639141522,3565,554,1410,236,1262,256,887,315,78,48,311,152,517,199,741,315,596,203,992,206,502,161,76,45,154,112,1420,654,0,18,215,64,83,56,44,35,0,13,24.9,7.9,5.0,2.7,24.6,11.0,23.3,6.9,20.8,7.1,16.7,5.0,27.8,3.9,14.1,4.0,6.0,3.4,4.6,3.3,39.8,17.3,0.0,1.3,15.2,4.8,6.5,4.2,3.5,2.8,0.0,0.4,0.7011,0.7319,0.5934,0.9648,0.9604,3.9516,0.9341,0.5429,0.7121,0.5341,0.6857,0.8901,3.3649,0.9253,0.9297,0.9297,0.9297,0.0,0.822,0.8857,0.611,0.0,2.3187,0.4769,10.5649,0.8989,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2453,238,123,13,18,1053,379,77,98,24,32,0,13,249,165,4,8,18.9,8.4,0.4,0.5,29.5,8.2,2.2,2.8,0.7,0.9,0.0,1.0,7.0,4.3,0.1,0.2
16,Idaho,ID,16027,Canyon County,16027021905,Census Tract 219.05; Canyon County; Idaho,27.176122862128,3880,566,1345,140,1266,153,860,426,16,23,319,130,225,106,467,204,783,138,1019,318,571,228,22,38,0,52,314,801,0,18,198,100,35,43,15,25,3,3,22.2,10.5,1.0,1.5,25.2,9.8,8.5,4.0,12.1,5.6,20.2,4.2,26.3,5.4,14.8,5.8,1.7,3.0,0.0,1.4,8.1,20.6,0.0,1.3,14.7,7.3,2.8,3.4,1.2,1.9,0.1,0.1,0.622,0.1385,0.633,0.6132,0.6879,2.6946,0.5495,0.6967,0.622,0.5802,0.2066,0.0,2.1055,0.3143,0.1385,0.1385,0.1385,0.0,0.8088,0.622,0.2769,0.3275,2.0352,0.3758,6.9738,0.3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223,105,82,0,13,93,131,48,44,1,2,0,13,149,110,23,28,8.3,6.4,0.0,1.0,2.4,3.4,1.2,1.1,0.0,0.1,0.0,1.0,3.8,2.8,0.6,0.7
16,Idaho,ID,16027,Canyon County,16027021906,Census Tract 219.06; Canyon County; Idaho,45.796335829428,5880,1164,1700,277,1675,271,470,301,101,104,237,121,184,99,1431,925,816,142,1661,584,733,301,32,54,12,72,806,1590,32,54,99,64,142,99,0,18,0,18,8.0,4.9,3.3,3.6,14.1,6.9,5.1,2.6,24.4,12.5,13.9,3.5,28.2,7.3,12.5,4.7,1.9,3.2,0.2,1.3,13.7,26.9,1.9,3.2,5.8,3.8,8.5,5.7,0.0,2.2,0.0,0.3,0.1121,0.5363,0.1473,0.3604,0.9846,2.1407,0.3604,0.3692,0.7407,0.422,0.2374,0.3099,2.0792,0.3055,0.3912,0.3912,0.3912,0.5451,0.5275,0.9429,0.0,0.0,2.0155,0.3648,6.6266,0.3319,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2150,72,69,0,18,677,599,0,18,51,70,0,18,52,61,26,38,4.3,4.1,0.0,0.6,11.5,9.6,0.0,0.6,0.9,1.2,0.0,0.6,0.9,1.1,0.4,0.7
16,Idaho,ID,16027,Canyon County,16027021907,Census Tract 219.07; Canyon County; Idaho,5.137697923364,2878,600,987,207,924,225,531,281,122,87,233,129,70,51,598,380,538,310,791,267,331,132,56,48,10,53,657,898,0,18,29,30,0,18,56,68,3,3,18.7,9.1,9.8,7.1,25.2,12.5,3.6,2.6,21.2,12.9,18.7,9.8,27.5,5.8,11.7,5.0,6.1,5.0,0.4,2.0,22.8,30.8,0.0,1.8,2.9,3.1,0.0,1.9,6.1,7.6,0.1,0.1,0.5033,0.9538,0.633,0.2396,0.9626,3.2923,0.778,0.6264,0.6945,0.356,0.6945,0.4132,2.7846,0.6637,0.6857,0.6857,0.6857,0.0,0.4088,0.0,0.8132,0.3275,1.5495,0.2242,8.3121,0.5802,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3704,22,25,0,13,43,42,0,13,71,68,0,13,394,300,149,151,2.4,2.7,0.0,1.3,1.5,1.4,0.0,1.3,2.5,2.4,0.0,1.3,13.7,10.4,5.2,5.3
16,Idaho,ID,16027,Canyon County,16027022100,Census Tract 221; Canyon County; Idaho,75.807547376154,5103,567,1822,168,1782,166,1351,437,93,47,469,140,547,112,842,268,836,187,1591,321,762,136,69,51,140,96,1622,712,3,18,287,125,138,60,12,9,58,10,26.8,8.1,4.4,2.2,26.3,7.5,16.7,3.6,16.6,4.7,16.4,3.9,31.2,4.0,15.0,2.9,3.9,2.8,2.9,2.0,31.8,13.5,0.2,1.0,15.8,6.3,7.8,3.3,0.7,0.5,1.1,0.2,0.7407,0.6769,0.6725,0.8835,0.8637,3.8373,0.9121,0.5187,0.8505,0.5978,0.4659,0.8198,3.2527,0.8967,0.8593,0.8593,0.8593,0.3495,0.8352,0.9275,0.1978,0.6857,2.9957,0.7209,10.945,0.9253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5135,231,93,4,12,1477,371,32,32,17,33,0,18,85,63,7,10,13.0,5.0,0.1,0.2,28.9,5.7,0.6,0.6,0.3,0.7,0.0,0.7,1.7,1.2,0.1,0.2
16,Idaho,ID,16027,Canyon County,16027022200,Census Tract 222; Canyon County; Idaho,49.804208180719996,5565,667,2046,212,1925,223,954,256,70,41,270,97,642,176,736,187,752,129,1648,332,898,195,25,22,308,130,1872,903,0,25,313,111,112,58,63,44,0,18,17.3,4.1,2.6,1.6,14.0,4.8,17.5,4.4,13.2,3.5,13.5,2.4,29.6,3.2,16.1,3.2,1.3,1.1,5.8,2.3,33.6,15.7,0.0,1.2,15.3,4.9,5.8,2.9,3.3,2.3,0.0,0.3,0.4484,0.4044,0.1429,0.9011,0.7538,2.6506,0.5275,0.3407,0.7956,0.6703,0.1407,0.9165,2.8638,0.7121,0.8769,0.8769,0.8769,0.0,0.8264,0.8484,0.589,0.0,2.2638,0.4571,8.6551,0.6132,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3300,312,99,2,4,1628,254,20,26,5,8,19,21,173,114,25,23,16.2,4.8,0.0,0.1,29.3,4.6,0.4,0.5,0.1,0.1,0.3,0.4,3.1,2.1,0.4,0.4
