ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
16,Idaho,ID,16001,Ada County,16001000901,Census Tract 9.01; Ada County; Idaho,0.449987981328,2120,395,897,124,884,126,871,361,13,20,318,120,72,51,256,160,302,72,242,80,275,91,13,23,118,114,371,545,23,27,105,65,46,48,47,49,2,2,41.1,15.2,0.9,1.5,36.0,12.6,5.5,4.0,12.1,7.1,14.2,3.9,11.4,4.3,13.0,4.3,1.5,2.6,5.6,5.3,17.5,25.5,2.5,3.0,11.7,6.8,5.2,5.4,5.3,5.3,0.1,0.1,0.956,0.1341,0.9033,0.411,0.6879,3.0923,0.7121,0.378,0.0396,0.4571,0.1758,0.9099,1.9604,0.233,0.5275,0.5275,0.5275,0.5846,0.7341,0.8352,0.7758,0.3275,3.2572,0.822,8.8374,0.6505,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2384,76,55,26,39,265,176,17,27,7,12,0,13,56,40,0,13,8.6,6.2,1.2,1.8,12.5,8.1,0.8,1.2,0.3,0.6,0.0,1.8,2.6,2.0,0.0,1.8
16,Idaho,ID,16001,Ada County,16001000902,Census Tract 9.02; Ada County; Idaho,0.576036384656,6807,570,1333,208,1047,195,1893,500,230,96,618,168,59,32,535,272,81,39,71,47,393,168,14,27,37,76,1468,774,366,157,0,18,0,25,184,103,4188,43,72.3,11.0,6.7,3.0,59.0,11.7,5.4,3.1,7.9,3.7,1.2,0.6,1.0,0.7,5.8,2.5,1.3,2.6,0.5,1.1,21.6,11.2,27.5,11.0,0.0,2.8,0.0,2.4,17.6,9.2,61.5,5.2,0.9934,0.8505,0.9956,0.4022,0.4022,3.6439,0.8813,0.0044,0.0022,0.0484,0.1407,0.4505,0.6462,0.011,0.6571,0.6571,0.6571,0.9648,0.0,0.0,0.9912,0.9956,2.9516,0.7011,7.8988,0.5099,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,3,5,20686,190,83,67,47,932,444,263,219,55,44,21,33,130,85,0,18,18.1,7.4,1.0,0.7,13.7,6.4,3.9,3.2,0.8,0.7,0.3,0.5,1.9,1.3,0.0,0.5
16,Idaho,ID,16001,Ada County,16001001001,Census Tract 10.01; Ada County; Idaho,0.68690055463,2189,397,1175,245,1175,245,225,123,58,62,339,140,18,19,102,88,380,110,222,53,316,144,0,18,2,50,293,557,33,38,0,13,0,18,19,26,6,2,10.3,5.3,4.0,4.4,28.9,10.3,1.0,1.2,4.7,4.0,17.4,5.1,10.1,2.8,14.4,6.4,0.0,1.5,0.1,2.4,13.4,25.3,2.8,3.2,0.0,3.1,0.0,1.5,1.6,2.3,0.3,0.1,0.1868,0.6308,0.756,0.0505,0.1846,1.8087,0.2813,0.578,0.0308,0.5473,0.0,0.2901,1.4462,0.0769,0.3868,0.3868,0.3868,0.6022,0.0,0.0,0.3516,0.4637,1.4175,0.1956,5.0592,0.1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,50,66,50,79,158,145,13,22,0,13,0,13,72,78,0,13,4.3,5.4,2.3,3.5,7.2,6.6,0.6,1.0,0.0,1.7,0.0,1.7,3.3,3.6,0.0,1.7
16,Idaho,ID,16001,Ada County,16001001002,Census Tract 10.02; Ada County; Idaho,0.34895319606999997,2320,615,1187,156,1068,154,1828,659,42,54,643,208,12,21,197,148,195,99,78,100,291,112,41,50,22,61,496,846,1044,234,0,13,0,18,295,142,24,3,79.6,19.2,3.0,4.1,60.2,17.4,1.5,2.7,8.5,6.7,8.4,4.9,3.4,4.2,12.5,6.3,3.8,4.6,1.0,2.7,21.4,36.0,88.0,16.0,0.0,3.1,0.0,1.7,27.6,13.4,1.0,0.3,0.9978,0.4813,1.0,0.0813,0.4527,3.0131,0.6967,0.0901,0.0044,0.422,0.4549,0.5868,1.5582,0.1165,0.6549,0.6549,0.6549,1.0,0.0,0.0,0.9978,0.6637,2.6615,0.6044,7.8877,0.5077,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,4,2013,501,143,0,13,173,114,96,89,0,13,0,13,227,122,0,13,46.9,13.9,0.0,1.6,7.5,4.8,4.1,3.8,0.0,1.6,0.0,1.6,9.8,5.8,0.0,1.6
16,Idaho,ID,16001,Ada County,16001001003,Census Tract 10.03; Ada County; Idaho,0.635743584038,3078,658,1479,217,1441,224,988,447,47,65,539,181,84,70,445,186,454,110,558,256,238,106,75,68,25,62,403,910,253,118,0,13,23,42,20,32,12,3,32.1,12.8,2.5,3.5,37.4,11.1,4.0,3.7,14.5,5.9,14.7,4.2,18.1,5.3,7.7,3.6,5.2,4.6,0.9,2.1,13.1,29.4,17.1,7.6,0.0,2.5,1.6,2.9,1.4,2.3,0.4,0.0,0.8527,0.3912,0.9231,0.2725,0.8132,3.2527,0.7604,0.4198,0.2242,0.1209,0.6132,0.567,1.9451,0.222,0.3648,0.3648,0.3648,0.9143,0.0,0.422,0.3121,0.4967,2.1451,0.4176,7.7077,0.4725,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1681,84,67,51,61,190,133,45,51,0,13,0,13,117,102,0,13,5.8,4.7,1.7,2.0,6.2,4.3,1.5,1.7,0.0,1.2,0.0,1.2,3.8,3.3,0.0,1.2
16,Idaho,ID,16001,Ada County,16001001100,Census Tract 11; Ada County; Idaho,2.11405709927,4764,658,2240,274,2053,232,1562,571,60,55,746,230,457,289,820,347,517,140,1292,395,617,149,248,174,121,111,1214,948,280,145,970,178,141,133,73,51,0,13,32.8,11.1,2.2,2.1,36.3,10.4,14.4,8.3,17.4,6.4,10.9,3.6,27.1,5.8,13.1,3.0,12.0,8.4,2.7,2.4,25.5,19.6,12.5,6.3,43.3,7.7,6.9,6.4,3.6,2.5,0.0,0.3,0.8659,0.3385,0.9077,0.8352,0.8967,3.844,0.9143,0.1956,0.6747,0.4681,0.9582,0.8,3.0966,0.8242,0.7495,0.7495,0.7495,0.8484,0.9978,0.8989,0.6198,0.0,3.3649,0.8637,11.055,0.9275,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,9546,137,90,54,79,986,473,5,9,0,13,0,13,169,176,0,13,6.7,4.3,1.1,1.7,20.7,10.2,0.1,0.2,0.0,0.8,0.0,0.8,3.5,3.4,0.0,0.8
16,Idaho,ID,16001,Ada County,16001001201,Census Tract 12.01; Ada County; Idaho,0.823989158546,3465,431,1497,178,1471,180,581,291,37,29,288,114,189,79,288,125,1013,281,548,191,609,168,17,20,32,57,395,600,26,21,0,13,8,17,15,19,28,4,16.8,8.1,2.2,1.7,19.6,7.4,6.9,3.0,8.3,3.4,29.2,6.3,15.8,4.6,17.6,4.9,1.2,1.4,0.9,1.7,11.4,17.3,1.7,1.4,0.0,2.5,0.5,1.2,1.0,1.3,0.8,0.1,0.4242,0.3385,0.3582,0.5165,0.4352,2.0726,0.3451,0.9297,0.1363,0.756,0.1297,0.567,2.5187,0.5099,0.2659,0.2659,0.2659,0.5297,0.0,0.2374,0.2374,0.6154,1.6199,0.2527,6.4771,0.3077,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1667,167,69,36,37,240,129,27,31,3,7,17,31,72,84,0,13,11.4,4.4,1.0,1.0,6.9,3.7,0.8,0.9,0.1,0.2,0.5,0.9,2.1,2.4,0.0,1.1
16,Idaho,ID,16001,Ada County,16001001203,Census Tract 12.03; Ada County; Idaho,0.759969199824,4211,641,1796,253,1674,259,933,398,34,38,466,156,284,137,381,173,559,261,1043,318,499,208,105,77,52,89,1195,952,389,133,126,79,50,46,55,47,19,3,22.4,8.9,1.4,1.6,27.8,8.3,10.7,4.5,9.0,3.7,13.3,5.7,24.8,5.4,11.8,5.4,6.3,4.5,1.3,2.2,28.4,22.2,21.7,6.7,7.0,4.4,3.0,2.7,3.3,2.9,0.5,0.1,0.6264,0.1824,0.7121,0.7209,0.4945,2.7363,0.5692,0.3209,0.5319,0.3648,0.7121,0.644,2.5737,0.5495,0.8,0.8,0.8,0.9429,0.5692,0.6549,0.589,0.5341,3.2901,0.8396,9.4001,0.7604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2915,317,122,199,190,731,462,13,20,10,13,1,3,241,140,0,13,18.9,7.6,4.7,4.3,17.4,10.4,0.3,0.5,0.2,0.3,0.0,0.1,5.7,3.6,0.0,0.9
16,Idaho,ID,16001,Ada County,16001001204,Census Tract 12.04; Ada County; Idaho,0.496785088136,3625,672,1797,213,1682,210,803,366,173,111,763,223,60,46,307,199,668,97,593,234,750,343,76,70,9,54,908,958,694,203,0,13,28,33,184,73,179,11,23.3,9.6,8.6,5.1,45.4,12.0,2.3,1.7,8.9,5.4,18.4,4.6,16.4,4.5,21.8,7.1,4.5,4.1,0.3,1.6,25.0,26.0,38.6,10.3,0.0,2.1,1.7,2.0,10.9,4.2,4.9,1.0,0.6571,0.9253,0.9758,0.1429,0.4879,3.189,0.7451,0.6176,0.167,0.9165,0.5516,0.3582,2.6109,0.5714,0.7385,0.7385,0.7385,0.9758,0.0,0.4484,0.9429,0.9121,3.2792,0.8308,9.8176,0.8154,0,1,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,1,3,6,4369,282,97,0,13,616,414,56,98,69,54,0,13,167,108,0,13,16.8,5.7,0.0,1.0,17.0,11.2,1.5,2.7,1.9,1.5,0.0,1.0,4.6,2.8,0.0,1.0
16,Idaho,ID,16001,Ada County,16001001401,Census Tract 14.01; Ada County; Idaho,0.519481708104,2373,495,1221,131,1147,144,284,115,86,84,392,137,84,61,253,188,340,79,344,92,296,109,77,65,15,52,350,729,218,103,0,13,23,34,121,87,0,13,12.0,4.1,5.1,4.9,34.2,11.1,4.7,3.5,10.7,9.0,14.3,4.4,14.5,3.9,12.5,4.8,6.7,5.6,0.6,2.2,14.7,30.6,17.9,8.2,0.0,3.0,2.0,3.0,10.5,7.6,0.0,0.5,0.2637,0.7516,0.8725,0.3363,0.6132,2.8373,0.6088,0.3824,0.0923,0.422,0.7407,0.4813,2.1187,0.3231,0.433,0.433,0.433,0.9253,0.0,0.4945,0.9319,0.0,2.3517,0.4923,7.7407,0.4835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1856,100,67,18,31,183,150,37,47,16,27,33,52,63,73,0,13,8.7,6.0,0.8,1.4,7.7,7.2,1.6,1.9,0.7,1.2,1.4,2.1,2.7,3.0,0.0,1.6
16,Idaho,ID,16001,Ada County,16001001402,Census Tract 14.02; Ada County; Idaho,0.501799008708,3055,680,1585,240,1521,234,819,614,109,78,719,288,163,98,187,119,747,201,487,399,655,197,31,49,93,95,523,996,181,124,0,13,30,43,107,111,102,4,27.7,19.8,6.3,4.3,47.3,17.5,7.1,4.2,6.3,4.8,24.5,7.7,15.9,10.3,22.2,6.9,2.0,3.2,3.3,3.3,17.1,32.4,11.4,7.6,0.0,2.3,2.0,2.8,7.0,7.0,3.3,0.7,0.7736,0.8286,0.9802,0.5341,0.2857,3.4022,0.8132,0.833,0.1473,0.9253,0.2549,0.8505,3.011,0.789,0.5121,0.5121,0.5121,0.833,0.0,0.4945,0.8571,0.8703,3.0549,0.7516,9.9802,0.8418,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2739,203,132,0,13,443,199,0,13,0,13,0,13,80,76,0,13,13.3,8.1,0.0,1.2,14.5,7.5,0.0,1.2,0.0,1.2,0.0,1.2,2.6,2.6,0.0,1.2
16,Idaho,ID,16001,Ada County,16001001500,Census Tract 15; Ada County; Idaho,0.980741937322,4087,504,1743,175,1656,193,522,213,121,82,377,128,121,72,482,211,405,113,879,217,413,148,18,23,14,51,447,684,38,30,28,16,14,22,43,30,0,13,12.8,5.0,4.9,3.1,22.8,7.3,4.2,2.7,11.8,5.0,9.9,3.0,21.5,3.7,10.1,3.4,1.1,1.4,0.4,1.3,10.9,16.7,2.2,1.7,1.6,0.9,0.8,1.3,2.6,1.8,0.0,0.3,0.2923,0.7231,0.5121,0.2967,0.6791,2.5033,0.4725,0.1385,0.3692,0.2593,0.1121,0.4132,1.2923,0.0505,0.2418,0.2418,0.2418,0.5714,0.3451,0.2835,0.5011,0.0,1.7011,0.2703,5.7385,0.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624,53,45,38,46,225,128,110,79,4,7,0,13,61,68,9,14,3.2,2.8,0.9,1.1,5.5,3.0,2.7,2.0,0.1,0.2,0.0,0.9,1.5,1.6,0.2,0.3
16,Idaho,ID,16001,Ada County,16001001600,Census Tract 16; Ada County; Idaho,1.174609929154,4493,610,2124,240,2041,248,933,420,137,148,557,203,214,124,449,229,758,406,636,165,529,196,58,38,79,78,1136,837,112,86,40,32,34,47,60,52,13,3,20.8,8.9,5.1,5.2,27.3,9.4,6.5,3.7,10.0,4.9,16.9,8.2,14.2,2.9,11.8,4.3,2.8,1.8,1.8,1.8,25.3,18.3,5.3,4.0,1.9,1.5,1.7,2.3,2.9,2.5,0.3,0.1,0.5802,0.7516,0.6989,0.4923,0.5648,3.0878,0.7077,0.5516,0.0769,0.3648,0.3363,0.7209,2.0505,0.2835,0.7429,0.7429,0.7429,0.7187,0.3648,0.4484,0.5538,0.4637,2.5494,0.5648,8.4306,0.5868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3151,214,157,210,289,449,167,136,127,6,8,64,68,173,94,98,129,10.5,7.0,4.7,6.1,10.0,3.9,3.0,2.9,0.1,0.2,1.4,1.6,3.9,2.1,2.2,2.8
16,Idaho,ID,16001,Ada County,16001001701,Census Tract 17.01; Ada County; Idaho,0.313742238078,2159,494,986,134,862,116,798,403,107,115,309,124,22,36,236,174,146,111,548,255,195,124,50,70,0,52,404,631,116,92,19,26,114,112,17,27,0,13,37.0,16.6,7.4,7.3,35.8,13.6,1.6,2.6,10.9,7.7,6.8,4.8,25.4,7.8,9.0,5.5,5.8,8.1,0.0,2.7,18.7,28.9,11.8,9.2,1.9,2.7,13.2,12.9,2.0,3.0,0.0,0.6,0.9165,0.8835,0.9011,0.0857,0.6286,3.4154,0.8176,0.0462,0.5824,0.1846,0.6615,0.0,1.4747,0.0835,0.567,0.567,0.567,0.8396,0.3648,0.9868,0.422,0.0,2.6132,0.5912,8.0703,0.5451,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1651,181,92,112,184,179,286,34,44,0,13,25,39,54,95,0,13,21.0,10.5,5.2,8.3,8.3,12.8,1.6,2.1,0.0,1.7,1.2,1.9,2.5,4.3,0.0,1.7
16,Idaho,ID,16001,Ada County,16001001702,Census Tract 17.02; Ada County; Idaho,0.472751396942,4134,528,1738,157,1738,157,1380,426,132,102,574,176,165,139,706,294,264,94,729,222,485,185,126,83,82,133,1010,682,138,77,64,52,95,43,74,62,4,2,33.6,9.4,5.0,3.7,33.0,9.7,6.4,5.1,17.2,6.1,6.4,2.5,17.6,4.6,11.8,4.5,7.2,4.7,2.1,3.4,24.4,16.2,8.0,4.4,3.7,3.0,5.5,2.4,4.3,3.6,0.1,0.0,0.8769,0.7319,0.844,0.4879,0.8879,3.8286,0.9099,0.0352,0.2154,0.3648,0.7934,0.7582,2.167,0.3473,0.7275,0.7275,0.7275,0.767,0.4505,0.8418,0.6857,0.3275,3.0725,0.7582,9.7956,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,84,69,98,127,591,348,129,159,0,13,0,13,192,176,0,13,4.8,4.0,2.4,3.0,14.3,7.7,3.1,3.8,0.0,0.9,0.0,0.9,4.6,4.2,0.0,0.9
16,Idaho,ID,16001,Ada County,16001001800,Census Tract 18; Ada County; Idaho,1.3740597976,4311,565,2109,213,1939,244,966,294,88,70,554,184,185,119,477,198,904,156,693,178,629,190,69,45,0,52,746,794,130,85,41,39,47,43,77,50,14,2,22.4,6.2,3.5,2.7,28.6,8.8,5.6,3.5,11.1,3.6,21.0,3.6,16.1,3.1,14.6,4.3,3.6,2.3,0.0,1.3,17.3,18.3,6.2,4.0,1.9,1.8,2.4,2.2,4.0,2.5,0.3,0.0,0.6264,0.5626,0.7429,0.4198,0.6352,2.9869,0.6813,0.7297,0.1538,0.5604,0.4418,0.0,1.8857,0.2044,0.5253,0.5253,0.5253,0.7297,0.3648,0.5626,0.6615,0.4637,2.7823,0.6549,8.1802,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5837,132,69,52,60,378,187,122,111,12,16,54,62,128,97,0,13,6.8,3.7,1.2,1.4,8.8,4.2,2.8,2.6,0.3,0.4,1.3,1.4,3.0,2.1,0.0,0.9
16,Idaho,ID,16001,Ada County,16001001900,Census Tract 19; Ada County; Idaho,1.100273711094,5282,613,2231,390,2149,384,517,251,103,87,324,149,273,146,695,362,710,141,1163,273,952,320,137,113,80,121,1245,889,152,147,16,26,61,96,269,287,10,3,9.9,4.7,3.7,3.1,15.1,6.4,7.5,3.7,13.2,6.5,13.4,2.8,22.0,4.6,18.1,5.7,6.3,5.1,1.6,2.4,23.6,16.6,6.8,6.5,0.7,1.2,2.8,4.4,12.5,12.0,0.2,0.1,0.1736,0.6,0.1714,0.5626,0.7538,2.2614,0.3846,0.3253,0.3868,0.7802,0.7121,0.6945,2.8989,0.7297,0.7033,0.7033,0.7033,0.7451,0.2813,0.622,0.967,0.4022,3.0176,0.7319,8.8812,0.6637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3085,73,56,211,247,941,542,8,13,0,18,0,18,85,57,0,18,3.4,2.6,4.0,4.7,17.8,9.4,0.2,0.2,0.0,0.7,0.0,0.7,1.6,1.1,0.0,0.7
16,Idaho,ID,16001,Ada County,16001002000,Census Tract 20; Ada County; Idaho,1.73112885771,5029,735,2030,198,1885,229,1864,496,61,54,798,221,944,364,587,278,730,172,1185,345,501,161,194,96,392,183,2163,979,381,137,233,110,116,82,222,117,457,45,40.8,8.6,2.9,2.6,42.3,10.5,27.6,8.4,12.9,5.8,14.5,3.7,23.6,4.8,11.0,3.8,10.2,4.9,8.6,3.8,43.0,18.4,18.8,6.5,11.5,5.4,6.1,4.3,11.8,6.4,9.1,1.6,0.9516,0.4659,0.9582,0.9758,0.7407,4.0922,0.956,0.4,0.4681,0.3099,0.9253,0.9626,3.0659,0.811,0.956,0.956,0.956,0.9275,0.7231,0.8593,0.9582,0.9473,4.4154,0.9956,12.5295,0.9934,1,0,1,1,0,3,0,0,0,1,1,2,1,1,1,0,0,1,1,3,9,20176,274,152,107,87,1306,438,619,403,0,18,0,18,131,146,0,18,14.5,7.9,2.1,1.7,26.0,7.2,12.3,8.1,0.0,0.7,0.0,0.7,2.6,2.9,0.0,0.7
16,Idaho,ID,16001,Ada County,16001002100,Census Tract 21; Ada County; Idaho,17.8565611266,1969,278,820,140,803,137,202,111,17,16,95,50,96,65,165,56,524,136,320,68,329,123,29,25,44,63,241,411,0,18,20,18,23,23,9,10,21,6,10.7,5.7,1.8,1.7,11.8,5.9,6.2,4.2,8.5,3.0,26.6,4.9,16.3,3.3,17.0,5.8,3.6,3.1,2.3,3.3,12.2,20.8,0.0,2.2,2.4,2.3,2.9,2.8,1.1,1.2,1.1,0.3,0.2044,0.2813,0.0747,0.4747,0.4527,1.4878,0.1824,0.8791,0.1582,0.7275,0.4418,0.7736,2.9802,0.7582,0.3187,0.3187,0.3187,0.0,0.3956,0.6396,0.2505,0.6857,1.9714,0.3429,6.7581,0.3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18436,115,57,140,135,84,57,8,9,0,13,0,13,8,10,1,2,14.3,6.9,7.1,6.9,4.3,2.8,0.4,0.5,0.0,1.9,0.0,1.9,0.4,0.5,0.1,0.1
16,Idaho,ID,16001,Ada County,16001002223,Census Tract 22.23; Ada County; Idaho,1.514721775526,5221,532,1670,118,1626,117,324,149,76,65,175,74,175,88,74,55,789,122,1304,252,437,145,71,55,57,78,645,776,21,37,0,18,5,20,12,14,0,18,6.3,2.8,2.6,2.2,10.8,4.5,5.1,2.5,1.4,1.1,15.1,2.3,25.0,3.3,8.4,2.6,4.4,3.4,1.1,1.6,12.4,14.8,1.3,2.2,0.0,2.2,0.3,1.2,0.7,0.9,0.0,0.3,0.0681,0.4044,0.0571,0.3604,0.0242,0.9142,0.0637,0.444,0.5451,0.156,0.5253,0.6088,2.2792,0.3934,0.3253,0.3253,0.3253,0.4967,0.0,0.222,0.1978,0.0,0.9165,0.1077,4.4352,0.0747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3022,83,53,0,18,182,111,234,148,10,15,18,28,141,133,60,80,5.1,3.4,0.0,0.7,3.5,2.1,4.5,2.8,0.2,0.3,0.3,0.5,2.7,2.6,1.1,1.6
16,Idaho,ID,16001,Ada County,16001002225,Census Tract 22.25; Ada County; Idaho,1.011454807014,3733,457,1407,232,1407,232,267,172,35,39,234,100,77,50,139,73,603,276,950,293,416,175,77,57,15,56,491,634,0,18,0,13,0,18,57,88,0,13,7.2,4.5,1.8,2.1,16.6,6.6,3.1,2.0,3.8,2.1,16.2,7.6,25.4,6.0,11.4,4.3,5.5,3.9,0.4,1.6,13.2,16.9,0.0,1.3,0.0,2.6,0.0,1.3,4.1,6.2,0.0,0.3,0.0923,0.2813,0.2154,0.2044,0.1209,0.9143,0.0659,0.5077,0.5824,0.3385,0.633,0.4132,2.4748,0.4725,0.3736,0.3736,0.3736,0.0,0.0,0.0,0.6725,0.0,0.6725,0.0615,4.4352,0.0747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177,57,88,0,13,189,130,70,107,36,58,0,13,132,172,64,99,4.1,6.2,0.0,1.0,5.1,3.5,1.9,2.8,1.0,1.6,0.0,1.0,3.5,4.5,1.7,2.6
16,Idaho,ID,16001,Ada County,16001002226,Census Tract 22.26; Ada County; Idaho,1.014916211444,2940,455,1110,174,1110,174,281,204,0,13,177,87,48,45,81,58,379,94,706,219,225,80,43,39,0,52,610,589,21,37,0,13,10,20,10,16,0,13,9.7,6.8,0.0,2.5,15.9,7.4,2.3,2.1,2.8,2.0,12.9,3.6,24.0,5.3,7.8,3.2,3.9,3.5,0.0,1.9,20.7,19.8,1.9,3.3,0.0,3.3,0.9,1.8,0.9,1.4,0.0,0.4,0.1604,0.0,0.189,0.1429,0.0725,0.5648,0.022,0.2967,0.4967,0.1253,0.4659,0.0,1.3846,0.0615,0.6352,0.6352,0.6352,0.5451,0.0,0.3077,0.2264,0.0,1.0792,0.1385,3.6638,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,22,23,209,224,267,109,0,13,0,13,3,5,113,87,18,26,2.0,2.0,7.1,7.2,9.1,4.1,0.0,1.3,0.0,1.3,0.1,0.2,3.8,2.6,0.6,0.9
16,Idaho,ID,16001,Ada County,16001002227,Census Tract 22.27; Ada County; Idaho,1.02193091258,2758,425,979,112,979,112,510,330,19,31,157,88,59,57,151,107,591,110,729,169,456,172,111,88,0,52,346,556,0,18,0,13,21,27,0,13,2,2,18.5,11.6,1.6,2.4,16.0,8.8,3.3,3.1,5.5,3.6,21.4,4.1,26.4,4.0,16.5,5.2,11.3,8.9,0.0,2.0,12.5,20.1,0.0,1.8,0.0,3.8,2.1,2.7,0.0,3.8,0.1,0.1,0.4901,0.2132,0.1912,0.2242,0.233,1.3517,0.1429,0.7407,0.6242,0.6967,0.9495,0.0,3.0111,0.7912,0.3297,0.3297,0.3297,0.0,0.0,0.5209,0.0,0.3275,0.8484,0.0923,5.5409,0.1912,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,945,46,58,0,13,290,268,4,9,0,13,0,13,52,86,0,13,4.7,5.8,0.0,1.3,10.5,8.8,0.1,0.3,0.0,1.3,0.0,1.3,1.9,3.2,0.0,1.3
16,Idaho,ID,16001,Ada County,16001002228,Census Tract 22.28; Ada County; Idaho,0.57355838202,2824,625,1098,157,1044,172,636,563,47,45,248,137,122,86,159,111,414,124,664,311,203,97,113,93,44,67,444,880,0,18,0,13,8,18,18,30,3,3,22.5,19.3,3.2,3.1,23.8,12.5,6.0,4.2,5.7,3.8,14.7,5.1,23.5,7.6,7.2,3.7,10.8,8.7,1.7,2.6,15.7,31.0,0.0,1.6,0.0,3.4,0.8,1.7,1.7,2.9,0.1,0.1,0.6308,0.5209,0.5451,0.4593,0.2484,2.4045,0.4396,0.4198,0.4615,0.1099,0.9363,0.7077,2.6352,0.5868,0.4637,0.4637,0.4637,0.0,0.0,0.2835,0.3736,0.3275,0.9846,0.1143,6.488,0.3121,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1147,52,43,0,13,133,104,244,253,0,13,0,13,67,74,0,13,5.0,4.0,0.0,1.3,4.7,3.7,8.6,8.9,0.0,1.3,0.0,1.3,2.4,2.7,0.0,1.3
