ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
33,New Hampshire,NH,33015,Rockingham County,33015100200,Census Tract 1002; Rockingham County; New Hampshire,3.190806001606,5734,581,2392,269,2282,281,423,427,88,75,423,173,136,93,97,80,1161,224,990,175,641,248,237,138,30,72,744,923,152,113,0,17,98,73,98,93,11,2,7.4,7.4,2.6,2.2,18.5,7.2,3.2,2.2,1.7,1.3,20.2,3.3,17.3,3.1,11.2,4.6,10.4,5.9,0.5,1.3,13.0,16.0,6.3,4.7,0.0,1.3,4.3,3.2,4.3,4.2,0.2,0.0,0.289,0.3988,0.2659,0.2861,0.0751,1.3149,0.1734,0.5607,0.4046,0.3642,0.948,0.7023,2.9798,0.8382,0.7052,0.7052,0.7052,0.5925,0.0,0.9249,0.6358,0.422,2.5752,0.5925,7.5751,0.4769,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,4308,160,100,76,94,289,225,42,46,0,17,0,17,316,207,21,30,7.0,4.3,1.3,1.6,5.0,4.2,0.7,0.8,0.0,0.6,0.0,0.6,5.5,3.7,0.4,0.5
33,New Hampshire,NH,33015,Rockingham County,33015100301,Census Tract 1003.01; Rockingham County; New Hampshire,4.997382278932,5033,531,2213,232,2165,227,392,253,61,47,442,191,176,99,138,79,901,244,799,189,648,222,47,35,0,68,683,768,286,104,142,67,59,45,153,110,5,3,7.8,5.0,1.9,1.4,20.4,8.6,4.6,2.5,2.7,1.5,17.9,4.5,15.9,2.9,12.9,3.7,2.2,1.6,0.0,1.4,13.6,15.2,12.9,4.5,6.4,3.0,2.7,2.1,7.1,4.8,0.1,0.1,0.3237,0.2601,0.3324,0.4364,0.1965,1.5491,0.2254,0.4162,0.3006,0.5318,0.2861,0.0,1.5347,0.1012,0.7197,0.7197,0.7197,0.7254,0.6879,0.815,0.7775,0.3439,3.3497,0.8988,7.1532,0.4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14006,215,147,3,6,339,210,294,240,0,17,0,17,47,45,0,17,9.9,6.5,0.1,0.1,6.7,4.1,5.8,4.8,0.0,0.6,0.0,0.6,0.9,0.9,0.0,0.6
33,New Hampshire,NH,33015,Rockingham County,33015100302,Census Tract 1003.02; Rockingham County; New Hampshire,3.438458774242,4335,445,2086,219,1886,214,291,170,127,67,425,142,249,108,226,122,746,137,665,175,277,116,66,73,122,79,1264,640,856,225,149,64,69,93,34,34,6,2,6.7,3.9,4.3,2.4,22.5,7.1,7.5,3.2,5.2,2.7,17.2,3.5,15.3,3.2,6.4,2.8,3.5,3.9,2.9,1.9,29.2,14.5,41.0,9.9,7.1,3.3,3.7,4.9,1.8,1.8,0.1,0.0,0.2428,0.685,0.4422,0.6965,0.4624,2.5289,0.526,0.3671,0.2543,0.052,0.5029,0.9046,2.0809,0.2977,0.9364,0.9364,0.9364,0.9595,0.7254,0.8988,0.2919,0.3439,3.2195,0.8497,8.7657,0.6821,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,3,3853,93,61,68,83,681,267,346,188,0,12,0,12,157,97,12,19,4.9,3.3,1.6,1.9,15.7,6.1,8.0,4.3,0.0,0.7,0.0,0.7,3.6,2.2,0.3,0.4
33,New Hampshire,NH,33015,Rockingham County,33015100401,Census Tract 1004.01; Rockingham County; New Hampshire,3.415976054782,5126,594,2276,256,2215,245,360,143,68,55,619,187,304,175,358,286,1423,265,586,178,739,223,52,62,187,182,1734,768,824,251,99,93,0,24,105,98,184,8,7.3,2.7,2.2,1.8,27.9,7.9,7.1,3.9,7.2,5.6,27.8,5.1,11.4,2.8,14.8,4.5,2.3,2.8,3.8,3.7,33.8,14.5,36.2,10.2,4.3,3.9,0.0,1.1,4.7,4.4,3.6,0.4,0.2861,0.3237,0.6705,0.6647,0.6647,2.6097,0.5578,0.8815,0.0723,0.6676,0.3064,0.9364,2.8642,0.763,0.9566,0.9566,0.9566,0.9422,0.5925,0.0,0.6647,0.8179,3.0173,0.7659,9.4478,0.7948,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,3,9802,233,113,91,114,1190,498,304,300,0,17,0,17,149,118,0,17,10.5,5.2,1.8,2.3,23.2,8.2,5.9,5.8,0.0,0.6,0.0,0.6,2.9,2.3,0.0,0.6
33,New Hampshire,NH,33015,Rockingham County,33015100402,Census Tract 1004.02; Rockingham County; New Hampshire,1.712368547632,3552,877,1134,145,1134,145,265,212,104,76,188,111,34,34,154,175,531,72,872,442,276,110,35,41,0,48,414,1279,0,16,0,12,12,22,0,12,6,2,7.5,5.7,5.1,3.8,16.6,9.6,1.4,1.4,4.3,4.1,14.9,4.3,24.5,7.0,7.8,3.6,3.1,3.6,0.0,1.5,11.7,35.9,0.0,1.4,0.0,2.8,1.1,1.9,0.0,2.8,0.2,0.0,0.2977,0.7717,0.185,0.0809,0.3439,1.6792,0.2601,0.2399,0.9191,0.104,0.4277,0.0,1.6907,0.1676,0.6676,0.6676,0.6676,0.0,0.0,0.5578,0.0,0.422,0.9798,0.0867,5.0173,0.1329,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1567,0,12,35,50,99,81,185,219,0,12,0,12,95,82,0,12,0.0,2.8,1.0,1.4,2.8,2.6,5.2,6.4,0.0,0.9,0.0,0.9,2.7,2.5,0.0,0.9
33,New Hampshire,NH,33015,Rockingham County,33015101101,Census Tract 1011.01; Rockingham County; New Hampshire,5.330963982178,5041,357,2015,177,1974,168,403,186,95,76,394,157,40,54,236,145,930,189,1128,250,719,247,113,122,0,68,870,620,186,118,0,17,0,24,0,17,5,3,8.1,3.7,3.3,2.6,20.0,7.8,1.1,1.5,4.7,2.9,18.4,3.9,22.4,4.2,14.3,4.8,5.7,6.2,0.0,1.4,17.3,12.2,9.2,5.8,0.0,1.6,0.0,1.2,0.0,1.6,0.1,0.1,0.3382,0.5405,0.315,0.052,0.3902,1.6359,0.2428,0.4509,0.815,0.6301,0.737,0.0,2.633,0.6416,0.8266,0.8266,0.8266,0.6561,0.0,0.0,0.0,0.3439,1.0,0.1012,6.0955,0.2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5030,255,121,53,61,515,339,5,9,0,17,0,17,199,204,98,146,12.9,6.0,1.1,1.2,10.2,6.8,0.1,0.2,0.0,0.6,0.0,0.6,3.9,4.0,1.9,2.9
33,New Hampshire,NH,33015,Rockingham County,33015101102,Census Tract 1011.02; Rockingham County; New Hampshire,5.260048627838,2802,355,1268,143,1233,153,146,113,24,35,181,115,41,44,149,131,397,167,509,115,209,128,86,69,0,48,325,496,0,16,48,57,0,16,40,67,6,2,5.2,4.0,1.4,2.0,14.7,9.1,2.0,2.1,5.3,4.7,14.2,5.6,18.2,4.1,7.5,4.5,6.9,5.5,0.0,1.9,11.6,17.6,0.0,1.3,3.8,4.5,0.0,1.3,3.2,5.5,0.2,0.1,0.1734,0.1647,0.1301,0.1474,0.4798,1.0954,0.104,0.2023,0.474,0.0896,0.8179,0.0,1.5838,0.1185,0.659,0.659,0.659,0.0,0.5607,0.0,0.5087,0.422,1.4914,0.1792,4.8296,0.1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5401,26,34,1,4,48,71,30,51,0,12,0,12,246,174,0,12,2.1,2.8,0.0,0.2,1.7,2.5,1.1,1.8,0.0,1.2,0.0,1.2,8.8,5.9,0.0,1.2
33,New Hampshire,NH,33015,Rockingham County,33015102100,Census Tract 1021; Rockingham County; New Hampshire,9.812580784756,4808,34,1842,115,1789,110,242,109,87,87,196,94,140,89,291,198,764,131,804,143,392,125,47,42,0,48,374,270,39,46,32,31,0,16,53,42,0,12,5.0,2.3,2.7,2.7,11.0,5.2,3.8,2.4,6.1,4.1,15.9,2.7,16.7,3.0,8.2,2.6,2.6,2.3,0.0,1.0,7.8,5.6,2.1,2.5,1.7,1.7,0.0,0.9,3.0,2.4,0.0,0.2,0.1618,0.4191,0.0462,0.3382,0.5578,1.5231,0.2139,0.3035,0.3584,0.1301,0.3439,0.0,1.1359,0.0289,0.4798,0.4798,0.4798,0.3931,0.4191,0.0,0.4595,0.0,1.2717,0.1358,4.4105,0.0751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,40,34,44,47,0,12,0,12,0,12,0,12,186,197,144,191,2.2,1.9,0.9,1.0,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7,3.9,4.1,3.0,4.0
33,New Hampshire,NH,33015,Rockingham County,33015103100,Census Tract 1031; Rockingham County; New Hampshire,11.155736206072,7154,18,3000,204,2908,205,293,149,239,149,484,193,195,140,161,143,1722,273,998,214,984,345,27,32,0,68,384,160,68,91,0,17,0,24,37,43,0,17,4.1,2.1,5.4,3.3,16.6,6.5,3.6,2.6,2.3,2.0,24.1,3.8,14.0,3.0,13.8,4.8,1.0,1.1,0.0,1.0,5.4,2.2,2.3,3.0,0.0,1.1,0.0,0.8,1.3,1.5,0.0,0.2,0.1185,0.8035,0.185,0.3179,0.1358,1.5607,0.2283,0.7543,0.1676,0.5925,0.1301,0.0,1.6445,0.1445,0.2803,0.2803,0.2803,0.4075,0.0,0.0,0.2197,0.0,0.6272,0.0405,4.1127,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3473,70,58,0,17,160,109,102,108,0,17,0,17,100,82,22,36,2.4,2.0,0.0,0.5,2.2,1.5,1.4,1.5,0.0,0.5,0.0,0.5,1.4,1.1,0.3,0.5
33,New Hampshire,NH,33015,Rockingham County,33015104101,Census Tract 1041.01; Rockingham County; New Hampshire,6.460423143452,4950,406,2138,206,2095,222,210,140,18,22,542,232,71,56,125,114,939,206,949,244,654,257,58,53,36,64,413,661,354,193,376,203,0,16,84,99,15,4,4.3,2.8,0.7,0.8,25.9,10.7,1.9,1.5,2.5,2.3,19.0,4.2,19.2,4.3,13.2,5.2,2.8,2.5,0.8,1.4,8.3,13.3,16.6,8.9,17.6,8.8,0.0,0.8,4.0,4.6,0.3,0.1,0.1272,0.0723,0.5665,0.1301,0.1676,1.0637,0.0983,0.4913,0.5896,0.5607,0.3815,0.7977,2.8208,0.737,0.5116,0.5116,0.5116,0.7919,0.9422,0.0,0.6069,0.4798,2.8208,0.6879,7.2169,0.4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3495,188,133,30,51,25,28,0,12,0,12,0,12,358,410,0,12,9.0,6.2,0.6,1.0,0.5,0.6,0.0,0.7,0.0,0.7,0.0,0.7,7.2,8.2,0.0,0.7
33,New Hampshire,NH,33015,Rockingham County,33015104102,Census Tract 1041.02; Rockingham County; New Hampshire,6.959428318088,4068,406,1763,246,1651,221,277,165,35,30,274,107,110,64,213,151,910,243,844,251,499,242,44,48,14,51,222,559,0,16,86,60,9,17,49,47,0,12,6.8,4.0,1.6,1.4,16.6,6.1,3.7,2.2,5.2,3.6,22.4,5.5,20.7,5.2,12.3,5.5,2.7,2.9,0.4,1.3,5.5,13.7,0.0,0.9,4.9,3.6,0.5,1.0,3.0,2.8,0.0,0.3,0.2457,0.2081,0.185,0.3324,0.4624,1.4336,0.1965,0.685,0.7081,0.4595,0.3699,0.6445,2.867,0.7659,0.2919,0.2919,0.2919,0.0,0.6185,0.4046,0.4595,0.0,1.4826,0.1705,6.0751,0.2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462,68,52,0,12,42,40,106,115,0,12,0,12,74,59,0,12,4.1,3.2,0.0,0.8,1.0,1.0,2.6,2.8,0.0,0.8,0.0,0.8,1.8,1.5,0.0,0.8
33,New Hampshire,NH,33015,Rockingham County,33015105100,Census Tract 1051; Rockingham County; New Hampshire,19.793535632386,6226,24,2953,364,2751,354,706,435,100,98,774,446,288,144,49,81,1374,296,975,240,1129,380,136,107,12,69,276,195,0,24,113,98,43,51,95,115,0,17,11.3,7.0,2.9,2.9,28.1,15.8,6.1,3.1,0.8,1.3,22.1,4.8,15.7,3.9,18.1,6.1,4.9,3.8,0.2,1.1,4.4,3.1,0.0,0.8,3.8,3.4,1.6,1.8,3.5,4.1,0.0,0.3,0.5087,0.4711,0.6879,0.5896,0.0202,2.2775,0.4075,0.6705,0.2919,0.8353,0.6532,0.5145,2.9654,0.8266,0.2139,0.2139,0.2139,0.0,0.5607,0.6532,0.5607,0.0,1.7746,0.2746,7.2314,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4345,147,110,1,2,67,85,18,31,0,17,0,17,190,176,0,17,5.3,4.2,0.0,0.1,1.1,1.4,0.3,0.5,0.0,0.5,0.0,0.5,3.1,2.8,0.0,0.5
33,New Hampshire,NH,33015,Rockingham County,33015106101,Census Tract 1061.01; Rockingham County; New Hampshire,14.833076287714,7889,598,2754,204,2598,178,307,253,158,126,416,179,181,108,342,280,1340,241,2025,335,428,153,82,62,47,80,1260,895,34,39,0,17,53,80,19,30,172,13,4.0,3.3,4.2,3.2,16.0,6.8,3.4,2.1,4.4,3.6,17.0,2.8,25.7,3.5,5.5,2.1,3.2,2.4,0.6,1.1,16.0,11.3,1.2,1.4,0.0,1.2,2.0,3.1,0.7,1.1,2.2,0.2,0.1156,0.6763,0.1705,0.3035,0.3526,1.6185,0.2341,0.3613,0.9624,0.0231,0.4624,0.737,2.5462,0.5925,0.8064,0.8064,0.8064,0.3179,0.0,0.7139,0.1358,0.7572,1.9248,0.3266,6.8959,0.3671,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4810,50,45,74,115,160,129,500,268,0,17,0,17,288,248,238,350,1.9,1.7,0.9,1.5,2.0,1.6,6.3,3.4,0.0,0.4,0.0,0.4,3.7,3.0,3.0,4.5
33,New Hampshire,NH,33015,Rockingham County,33015106102,Census Tract 1061.02; Rockingham County; New Hampshire,11.91058839609,7875,597,3013,228,2753,243,144,91,108,91,284,121,32,36,0,17,1202,323,2236,360,455,203,126,104,35,74,1085,826,24,27,0,17,0,24,11,20,0,17,1.8,1.1,2.8,2.2,10.3,4.3,0.6,0.7,0.0,0.4,15.3,3.9,28.4,3.6,5.8,2.6,4.6,3.8,0.5,1.0,13.8,10.4,0.8,0.9,0.0,1.1,0.0,0.9,0.4,0.7,0.0,0.2,0.0231,0.4595,0.0376,0.0318,0.0,0.552,0.0145,0.2717,0.9942,0.0347,0.6185,0.7023,2.6214,0.6358,0.7341,0.7341,0.7341,0.2688,0.0,0.0,0.0809,0.0,0.3497,0.0087,4.2572,0.0665,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6632,99,89,0,17,279,198,396,313,0,17,0,17,410,303,0,17,3.6,3.3,0.0,0.4,3.5,2.5,5.0,3.9,0.0,0.4,0.0,0.4,5.2,3.8,0.0,0.4
33,New Hampshire,NH,33015,Rockingham County,33015106200,Census Tract 1062; Rockingham County; New Hampshire,2.39639418677,4750,507,2173,212,2053,223,621,230,142,149,612,197,180,135,256,168,1034,224,738,145,677,246,44,47,0,48,414,703,264,117,654,142,0,16,167,89,256,17,13.1,4.7,4.8,4.8,29.8,9.0,5.2,3.7,5.4,3.6,21.8,5.1,15.5,2.4,14.3,4.9,2.1,2.3,0.0,1.0,8.7,14.8,12.2,5.3,30.1,6.7,0.0,0.8,8.1,4.3,5.4,0.7,0.5925,0.7486,0.7312,0.5087,0.4855,3.0665,0.6965,0.6474,0.2746,0.6301,0.2688,0.0,1.8209,0.211,0.5434,0.5434,0.5434,0.7168,0.9827,0.0,0.8237,0.8757,3.3989,0.9075,8.8297,0.6965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6930,263,117,0,12,159,160,182,170,0,12,0,12,73,67,0,12,12.8,5.9,0.0,0.7,3.3,3.3,3.8,3.5,0.0,0.7,0.0,0.7,1.5,1.4,0.0,0.7
33,New Hampshire,NH,33015,Rockingham County,33015106400,Census Tract 1064; Rockingham County; New Hampshire,4.108829530048,4572,462,2224,247,2098,255,389,174,36,42,573,194,19,29,59,73,1279,270,671,107,704,174,121,89,37,62,713,725,539,160,194,140,21,31,141,93,193,16,8.6,3.8,1.4,1.6,27.3,8.6,0.5,0.9,1.3,1.6,28.0,5.7,14.7,2.2,15.6,3.8,5.8,4.2,0.8,1.4,15.6,15.8,24.2,6.7,8.7,5.9,1.0,1.5,6.7,4.3,4.2,0.6,0.3642,0.1647,0.6445,0.0289,0.0434,1.2457,0.1532,0.8931,0.211,0.7081,0.7457,0.7977,3.3556,0.9364,0.7861,0.7861,0.7861,0.8671,0.7977,0.5376,0.7572,0.8584,3.818,0.9682,9.2054,0.7543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6726,143,97,60,84,171,155,396,259,0,12,0,12,86,116,0,12,6.8,4.5,1.3,1.8,3.7,3.4,8.7,5.7,0.0,0.7,0.0,0.7,1.9,2.5,0.0,0.7
33,New Hampshire,NH,33015,Rockingham County,33015107100,Census Tract 1071; Rockingham County; New Hampshire,1.33945347534,3000,440,1272,158,1248,162,541,219,76,65,485,184,203,101,252,133,763,309,657,237,375,144,187,78,109,90,770,593,65,78,0,12,31,44,138,132,4,2,18.6,7.1,5.1,4.4,38.9,13.9,9.8,4.9,8.4,4.2,25.4,9.9,21.9,6.5,12.5,5.4,14.9,5.9,3.8,3.1,25.7,19.4,5.1,6.1,0.0,2.5,2.5,3.5,11.1,10.2,0.1,0.1,0.7861,0.7717,0.9046,0.8324,0.7861,4.0809,0.9393,0.815,0.7775,0.4798,0.9827,0.9364,3.9914,0.9884,0.9075,0.9075,0.9075,0.5434,0.0,0.7948,0.9104,0.3439,2.5925,0.6098,11.5723,0.9653,0,0,1,0,0,1,0,0,0,1,1,2,1,1,0,0,0,1,0,1,5,4235,127,97,69,108,198,128,172,134,0,12,0,12,43,49,288,254,10.2,7.4,2.3,3.5,6.6,4.4,5.7,4.5,0.0,1.1,0.0,1.1,1.4,1.6,9.6,8.0
33,New Hampshire,NH,33015,Rockingham County,33015107200,Census Tract 1072; Rockingham County; New Hampshire,5.660932542908,6575,541,2998,258,2900,262,692,312,116,103,625,212,84,78,229,181,939,188,1024,235,675,202,159,126,0,68,1074,770,776,226,233,86,14,27,191,121,124,22,10.6,4.7,2.9,2.6,21.6,7.0,1.7,1.6,3.5,2.7,14.3,2.8,15.6,3.3,10.3,3.2,5.5,4.3,0.0,1.1,16.3,11.6,25.8,7.2,7.8,2.8,0.5,0.9,6.6,4.2,1.9,0.3,0.4653,0.4711,0.3988,0.1156,0.2746,1.7254,0.2746,0.2052,0.2861,0.2746,0.7225,0.0,1.4884,0.0838,0.8092,0.8092,0.8092,0.8844,0.7457,0.4046,0.7514,0.7254,3.5115,0.9277,7.5345,0.4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8491,112,83,139,116,117,86,630,328,0,17,0,17,158,98,30,49,3.9,2.9,2.1,1.8,1.8,1.3,9.6,4.8,0.0,0.5,0.0,0.5,2.4,1.5,0.5,0.8
33,New Hampshire,NH,33015,Rockingham County,33015107400,Census Tract 1074; Rockingham County; New Hampshire,5.382904353728,1221,275,456,45,448,47,93,60,15,14,66,33,34,29,42,27,211,24,289,156,115,43,19,27,8,45,138,375,0,16,26,25,0,16,0,12,16,8,7.7,4.6,2.2,2.1,14.7,7.2,3.8,3.4,3.5,2.4,17.3,4.6,23.7,8.0,9.5,4.3,4.2,6.0,0.7,3.8,11.3,30.6,0.0,3.5,5.7,5.6,0.0,3.6,0.0,7.0,1.3,0.6,0.3179,0.3237,0.1301,0.3382,0.2746,1.3845,0.1908,0.3728,0.8786,0.2139,0.578,0.7688,2.8121,0.7341,0.6532,0.6532,0.6532,0.0,0.6561,0.0,0.0,0.6676,1.3237,0.1474,6.1735,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15324,27,20,0,12,44,47,23,20,10,14,0,12,61,52,0,12,6.0,4.4,0.0,2.6,3.6,3.9,1.9,1.7,0.8,1.2,0.0,2.6,5.0,4.0,0.0,2.6
33,New Hampshire,NH,33015,Rockingham County,33015107500,Census Tract 1075; Rockingham County; New Hampshire,18.593638724946,5016,294,1960,161,1919,153,342,188,26,27,333,124,60,44,294,105,1099,162,1002,156,401,108,103,65,29,71,552,438,27,45,0,17,29,42,7,11,59,7,6.8,3.7,0.9,1.0,17.4,6.3,1.6,1.2,5.9,2.0,21.9,3.2,20.0,2.9,8.0,2.2,5.3,3.4,0.6,1.5,11.0,8.7,1.4,2.3,0.0,1.6,1.5,2.2,0.4,0.6,1.2,0.1,0.2457,0.0983,0.2168,0.1012,0.5347,1.1967,0.1329,0.6532,0.6676,0.1098,0.711,0.737,2.8786,0.7717,0.6387,0.6387,0.6387,0.3324,0.0,0.6387,0.0809,0.6532,1.7052,0.2399,6.4192,0.2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9163,47,47,127,98,69,56,149,100,4,7,1,3,118,66,84,76,2.4,2.4,2.5,2.0,1.4,1.1,3.0,2.0,0.1,0.1,0.0,0.1,2.4,1.3,1.7,1.5
33,New Hampshire,NH,33015,Rockingham County,33015980011,Census Tract 9800.11; Rockingham County; New Hampshire,1.490395805118,0,12,0,12,0,12,0,12,0,12,0,24,0,12,0,12,0,12,0,12,0,12,0,16,0,48,0,16,0,16,0,12,0,16,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3160,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
33,New Hampshire,NH,33017,Strafford County,33017080100,Census Tract 801; Strafford County; New Hampshire,15.643045696538,2687,410,1036,153,1000,159,104,79,37,27,187,92,38,43,63,56,666,161,656,169,301,104,25,25,5,47,508,532,67,58,9,15,0,16,18,22,39,4,3.9,2.9,2.7,2.0,18.7,8.7,2.1,2.3,2.4,2.2,24.8,5.5,24.4,4.6,11.3,3.9,2.5,2.5,0.2,1.8,18.9,19.6,6.5,5.5,0.9,1.5,0.0,1.6,1.8,2.1,1.5,0.3,0.0983,0.4191,0.2717,0.1618,0.1532,1.1041,0.1069,0.7832,0.9133,0.3757,0.3266,0.5145,2.9133,0.789,0.8555,0.8555,0.8555,0.5954,0.3584,0.0,0.2919,0.6936,1.9393,0.3324,6.8122,0.3497,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1033,49,41,51,56,81,77,136,98,3,6,0,12,227,250,10,15,4.9,3.8,1.9,2.1,3.0,2.9,5.1,3.6,0.1,0.2,0.0,1.2,8.4,8.6,0.4,0.6
33,New Hampshire,NH,33017,Strafford County,33017080202,Census Tract 802.02; Strafford County; New Hampshire,3.133316572112,2119,326,1279,184,971,168,200,129,4,6,222,135,37,26,53,82,651,122,376,151,230,97,84,115,19,54,134,466,470,158,0,12,0,16,103,74,112,16,9.9,6.2,0.5,0.7,22.9,13.3,2.5,1.7,2.6,4.0,30.7,6.2,17.7,5.4,11.1,4.7,8.7,11.7,0.9,2.6,6.3,22.0,36.8,11.2,0.0,2.5,0.0,1.6,10.6,7.4,5.3,1.1,0.422,0.052,0.4538,0.1965,0.1821,1.3064,0.1705,0.9306,0.4335,0.3555,0.9075,0.8064,3.4335,0.9566,0.3584,0.3584,0.3584,0.948,0.0,0.0,0.8988,0.8728,2.7196,0.6561,7.8179,0.5202,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,1,3,2973,165,81,0,12,2,7,115,108,2,5,0,12,12,18,3,5,17.0,8.2,0.0,1.5,0.1,0.3,5.4,5.2,0.1,0.3,0.0,1.5,0.6,0.8,0.1,0.2
