ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
10,Delaware,DE,10003,New Castle County,10003010104,Census Tract 101.04; New Castle County; Delaware,1.401199293282,3928,624,1864,276,1756,287,799,329,32,35,706,245,279,163,411,285,485,90,679,231,434,163,67,46,148,182,1780,862,573,187,0,13,42,41,262,135,9,2,20.3,7.7,1.4,1.6,40.2,12.3,9.4,5.0,10.5,7.0,12.3,2.6,17.3,5.6,11.1,4.1,3.8,2.5,3.9,4.7,45.3,20.7,30.7,8.9,0.0,2.0,2.4,2.3,14.9,7.4,0.2,0.0,0.6706,0.102,0.9098,0.6055,0.8745,3.1624,0.7176,0.1602,0.3516,0.251,0.3922,0.8398,1.9948,0.2314,0.6445,0.6445,0.6445,0.902,0.0,0.7216,0.8863,0.5273,3.0372,0.8353,8.8389,0.6706,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1282,186,94,1235,520,476,311,1,3,0,13,0,13,68,62,0,13,10.6,5.4,31.4,12.3,12.1,7.6,0.0,0.1,0.0,0.9,0.0,0.9,1.7,1.6,0.0,0.9
10,Delaware,DE,10003,New Castle County,10003010105,Census Tract 101.05; New Castle County; Delaware,0.875116785386,2499,365,1013,104,956,117,437,275,232,119,225,123,72,61,111,55,185,60,627,157,150,95,49,55,49,66,1645,460,384,126,0,13,49,44,154,89,2,2,17.5,10.7,14.8,8.1,23.5,12.5,4.8,4.1,4.4,2.3,7.4,2.8,25.1,5.2,6.0,3.3,5.1,5.7,2.1,2.8,65.8,15.7,37.9,11.8,0.0,3.6,5.1,4.6,16.1,9.2,0.1,0.1,0.5725,0.9608,0.4902,0.3281,0.451,2.8026,0.5686,0.0391,0.7695,0.0353,0.5098,0.6602,2.0139,0.2431,0.875,0.875,0.875,0.9569,0.0,0.9412,0.902,0.3906,3.1907,0.8863,8.8822,0.6824,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,4,2676,169,106,861,275,177,198,452,250,0,13,0,13,155,155,0,13,17.7,10.9,34.5,8.5,7.1,7.5,18.1,10.9,0.0,1.5,0.0,1.5,6.2,6.0,0.0,1.5
10,Delaware,DE,10003,New Castle County,10003010106,Census Tract 101.06; New Castle County; Delaware,0.200322845068,1709,375,985,122,937,124,252,126,44,53,465,178,154,114,71,42,569,330,250,104,586,339,49,54,11,53,1234,396,824,183,8,14,34,36,115,84,0,13,14.7,6.6,5.8,6.7,49.6,17.8,11.6,7.6,4.2,2.6,33.3,15.0,14.6,5.6,34.3,15.1,5.2,5.7,0.7,3.3,72.2,16.9,83.7,15.4,0.8,1.4,3.6,3.8,12.3,9.1,0.0,0.8,0.4784,0.6275,0.9765,0.6992,0.4235,3.2051,0.7255,0.8477,0.2344,1.0,0.5216,0.3633,2.967,0.7608,0.8906,0.8906,0.8906,1.0,0.502,0.851,0.8706,0.0,3.2236,0.8941,10.2863,0.8549,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,965,184,103,903,367,40,50,270,210,0,13,0,13,21,32,0,13,19.6,11.5,52.8,13.9,2.3,3.0,15.8,11.9,0.0,2.2,0.0,2.2,1.2,1.8,0.0,2.2
10,Delaware,DE,10003,New Castle County,10003010200,Census Tract 102; New Castle County; Delaware,0.361361356044,2113,335,745,108,745,108,87,68,27,22,151,63,75,49,160,138,350,88,554,251,360,144,25,33,63,66,1014,380,37,35,6,9,0,18,24,18,1,2,4.1,3.2,2.9,2.3,20.3,7.9,5.3,3.5,7.6,6.6,16.6,4.8,26.2,8.7,17.0,6.0,3.4,4.4,3.2,3.3,48.0,16.3,5.0,4.6,0.8,1.2,0.0,2.4,3.2,2.5,0.0,0.1,0.0549,0.2706,0.3765,0.3828,0.7412,1.826,0.3176,0.4141,0.8281,0.7569,0.3529,0.7969,3.1489,0.8353,0.6797,0.6797,0.6797,0.5255,0.502,0.0,0.4353,0.0,1.4628,0.1725,7.1174,0.4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,78,41,530,217,408,244,37,52,0,13,0,13,39,39,0,13,10.5,5.5,25.1,8.9,19.3,10.2,1.8,2.4,0.0,1.8,0.0,1.8,1.8,1.8,0.0,1.8
10,Delaware,DE,10003,New Castle County,10003010300,Census Tract 103; New Castle County; Delaware,0.708958947992,4155,489,1718,169,1631,179,608,304,44,43,259,102,230,106,64,41,658,217,880,269,573,232,131,69,255,178,2465,607,221,102,0,13,21,27,54,52,0,13,14.6,7.1,1.9,1.9,15.9,6.0,7.7,3.5,1.5,1.0,15.8,5.1,21.2,5.3,13.8,5.6,8.0,4.1,6.7,4.6,59.3,12.8,12.9,5.8,0.0,2.2,1.3,1.6,3.3,3.2,0.0,0.3,0.4745,0.1529,0.1961,0.5273,0.0863,1.4371,0.2118,0.375,0.5195,0.5059,0.7137,0.9531,3.0672,0.8,0.8203,0.8203,0.8203,0.7333,0.0,0.5608,0.4588,0.0,1.7529,0.2863,7.0775,0.4235,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2844,265,176,1333,521,417,216,597,243,8,13,0,13,110,105,0,13,16.2,9.8,32.1,10.5,10.0,4.9,14.4,5.8,0.2,0.3,0.0,0.9,2.6,2.6,0.0,0.9
10,Delaware,DE,10003,New Castle County,10003010400,Census Tract 104; New Castle County; Delaware,0.927657159444,4843,626,1994,166,1915,185,451,170,154,89,481,143,70,56,85,66,803,191,1002,270,541,151,123,69,63,74,1350,930,42,30,0,13,18,21,32,35,4,5,9.3,3.3,6.3,3.5,25.1,7.1,2.0,1.6,1.8,1.4,16.6,3.8,20.7,4.0,11.2,3.2,6.5,3.5,1.4,1.6,27.9,18.9,2.1,1.5,0.0,1.9,1.0,1.1,1.7,1.8,0.1,0.1,0.2784,0.6627,0.5529,0.1367,0.1294,1.7601,0.298,0.4141,0.4961,0.2588,0.6196,0.5391,2.3277,0.4314,0.375,0.375,0.375,0.4,0.0,0.4902,0.2314,0.3906,1.5122,0.1961,5.975,0.2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3247,60,39,841,317,74,49,311,206,0,13,0,13,124,78,0,13,3.1,2.0,17.4,6.1,1.5,1.1,6.4,4.6,0.0,0.8,0.0,0.8,2.6,1.6,0.0,0.8
10,Delaware,DE,10003,New Castle County,10003010502,Census Tract 105.02; New Castle County; Delaware,1.678242150158,6168,769,2843,285,2624,307,867,449,138,97,583,188,78,50,200,103,758,177,1626,466,516,252,457,277,19,77,1785,976,346,153,0,18,0,25,159,104,108,11,14.4,7.2,4.0,2.7,22.2,6.7,1.9,1.2,3.3,1.7,12.3,3.1,26.4,5.1,8.5,3.9,17.4,10.4,0.3,1.4,28.9,15.4,12.1,5.2,0.0,1.3,0.0,1.0,6.1,4.0,1.8,0.3,0.4588,0.4078,0.4471,0.125,0.3176,1.7563,0.2941,0.1602,0.8477,0.1216,0.9294,0.25,2.3089,0.4118,0.3945,0.3945,0.3945,0.7137,0.0,0.0,0.6549,0.8359,2.2045,0.498,6.6642,0.349,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3572,85,42,955,183,105,84,234,261,0,18,0,18,445,344,46,50,3.2,1.6,15.5,3.7,1.7,1.4,3.8,4.0,0.0,0.6,0.0,0.6,7.2,5.0,0.7,0.8
10,Delaware,DE,10003,New Castle County,10003010703,Census Tract 107.03; New Castle County; Delaware,0.307442597846,1861,298,785,81,764,92,657,338,102,91,256,143,11,19,6,13,261,116,497,115,381,206,133,77,0,52,808,419,137,115,0,13,0,18,20,29,2,3,35.4,17.3,9.6,8.3,33.5,18.3,0.8,1.4,0.3,0.7,14.0,6.4,26.7,4.8,20.5,9.7,17.4,9.9,0.0,3.1,43.4,21.4,17.5,14.5,0.0,4.7,0.0,2.4,2.6,3.8,0.1,0.2,0.898,0.902,0.7804,0.0547,0.0157,2.6508,0.5255,0.2734,0.8594,0.8941,0.9294,0.0,2.9563,0.7569,0.6094,0.6094,0.6094,0.8,0.0,0.0,0.3725,0.3906,1.5631,0.2275,7.7796,0.5137,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,622,0,13,724,321,11,19,61,67,0,13,0,13,12,19,0,13,0.0,4.8,38.9,14.3,0.6,1.0,3.3,3.9,0.0,2.0,0.0,2.0,0.6,1.0,0.0,2.0
10,Delaware,DE,10003,New Castle County,10003010704,Census Tract 107.04; New Castle County; Delaware,1.39394791162,3881,787,2213,334,1954,369,757,343,89,99,678,329,381,249,124,108,480,143,680,326,800,350,27,49,58,68,2960,863,716,162,0,13,95,73,85,122,0,13,19.5,7.9,4.2,4.4,34.7,15.5,12.4,7.1,3.2,2.7,12.4,4.1,17.5,6.7,20.6,7.2,1.4,2.5,1.6,1.8,76.3,16.0,32.4,5.4,0.0,1.7,4.8,3.6,4.4,6.3,0.0,0.3,0.6314,0.4353,0.8157,0.7422,0.3059,2.9305,0.5882,0.1758,0.3594,0.898,0.149,0.582,2.1642,0.3255,0.9297,0.9297,0.9297,0.9216,0.0,0.9137,0.5255,0.0,2.3608,0.5569,8.3852,0.6118,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,2458,60,67,2180,687,245,261,475,327,0,13,0,13,60,124,0,13,3.1,3.4,56.2,8.1,6.3,6.5,12.2,8.8,0.0,1.0,0.0,1.0,1.5,3.2,0.0,1.0
10,Delaware,DE,10003,New Castle County,10003010800,Census Tract 108; New Castle County; Delaware,2.35450018926,4880,829,1888,165,1858,167,599,228,61,44,485,159,106,80,84,67,1235,177,962,443,599,199,68,44,55,78,1124,1175,521,159,23,27,9,20,41,33,231,5,12.9,4.3,2.5,1.8,26.1,8.2,2.9,2.2,1.8,1.5,25.3,6.0,19.7,6.3,12.9,4.5,3.7,2.3,1.3,1.8,23.0,23.8,27.5,8.1,1.2,1.4,0.5,1.1,2.2,1.7,4.7,0.8,0.3961,0.2275,0.5882,0.1953,0.1294,1.5365,0.2275,0.7383,0.4297,0.4078,0.3843,0.5156,2.4757,0.5373,0.3203,0.3203,0.3203,0.8824,0.5176,0.3882,0.3098,0.9297,3.0277,0.8275,7.3602,0.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3623,131,60,554,136,154,123,263,150,0,13,0,13,150,95,3,5,7.1,3.2,11.4,3.5,3.2,2.5,5.4,3.2,0.0,0.8,0.0,0.8,3.1,2.0,0.1,0.1
10,Delaware,DE,10003,New Castle County,10003010900,Census Tract 109; New Castle County; Delaware,0.894530380048,2605,300,1216,182,1216,182,434,256,74,55,364,191,50,52,92,70,875,226,372,63,356,119,16,23,0,52,363,431,9,19,0,13,0,18,40,50,19,5,16.7,9.6,6.1,4.5,29.9,15.1,2.5,2.6,3.5,2.8,33.6,7.1,14.3,2.8,13.7,4.3,1.3,1.9,0.0,2.1,13.9,16.5,0.7,1.6,0.0,3.0,0.0,1.5,3.3,4.2,0.7,0.2,0.549,0.651,0.6588,0.1719,0.3569,2.3876,0.4588,0.8555,0.2188,0.4941,0.1333,0.0,1.7017,0.1294,0.1641,0.1641,0.1641,0.298,0.0,0.0,0.4588,0.7344,1.4912,0.1843,5.7446,0.2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,83,59,204,212,110,112,8,14,0,13,0,13,41,39,0,13,6.8,5.0,7.8,7.8,4.2,4.3,0.3,0.5,0.0,1.4,0.0,1.4,1.6,1.5,0.0,1.4
10,Delaware,DE,10003,New Castle County,10003011000,Census Tract 110; New Castle County; Delaware,1.706717944862,3413,468,1280,120,1269,121,209,160,8,12,144,81,124,85,163,120,723,133,818,210,499,155,69,48,8,51,866,616,0,18,0,13,0,18,31,47,8,6,6.1,4.6,0.5,0.7,11.3,6.3,5.1,3.3,4.8,3.4,21.2,4.5,24.0,4.3,14.6,4.2,5.5,3.7,0.2,1.6,25.4,17.7,0.0,1.4,0.0,2.9,0.0,1.4,2.4,3.7,0.2,0.2,0.1176,0.0314,0.0392,0.3633,0.498,1.0495,0.098,0.6172,0.7344,0.6039,0.5451,0.2031,2.7037,0.651,0.3594,0.3594,0.3594,0.0,0.0,0.0,0.3412,0.5273,0.8685,0.0549,4.9811,0.1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7041,97,90,415,377,254,223,24,29,0,13,0,13,155,146,18,21,7.6,7.1,12.2,10.5,7.4,6.3,0.7,0.9,0.0,1.1,0.0,1.1,4.5,4.2,0.5,0.6
10,Delaware,DE,10003,New Castle County,10003011100,Census Tract 111; New Castle County; Delaware,1.182333513562,2809,281,1244,112,1182,116,310,139,35,25,233,78,43,36,90,73,810,163,351,54,270,91,23,23,6,49,402,385,9,15,0,13,15,20,16,11,9,7,11.1,4.8,2.5,1.8,19.7,6.3,1.9,1.5,3.2,2.6,28.8,4.6,12.5,2.0,9.6,3.1,2.0,1.9,0.2,1.8,14.3,13.6,0.7,1.2,0.0,3.0,1.3,1.7,1.4,0.9,0.3,0.2,0.3451,0.2275,0.3647,0.125,0.3059,1.3682,0.1843,0.8086,0.1758,0.1765,0.2118,0.2031,1.5758,0.0902,0.1797,0.1797,0.1797,0.298,0.0,0.5608,0.1882,0.6563,1.7033,0.2667,4.827,0.1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,63,31,72,46,104,80,118,95,0,13,0,13,105,72,3,6,5.3,2.6,2.6,1.6,3.7,2.6,4.2,3.4,0.0,1.3,0.0,1.3,3.7,2.6,0.1,0.2
10,Delaware,DE,10003,New Castle County,10003011201,Census Tract 112.01; New Castle County; Delaware,0.932583434862,2546,498,994,161,990,161,157,71,19,17,159,58,267,354,25,33,698,203,283,98,346,151,17,29,38,59,644,704,333,157,0,13,27,32,130,141,191,25,6.6,2.7,1.5,1.4,16.1,5.2,13.8,16.0,1.0,1.3,27.4,9.7,11.1,3.5,13.6,6.0,1.7,2.9,1.6,2.4,25.3,27.2,33.5,14.8,0.0,3.7,2.7,3.2,13.1,12.6,7.5,1.8,0.1451,0.1176,0.2039,0.8047,0.0431,1.3144,0.1569,0.7773,0.1406,0.4824,0.1882,0.582,2.1705,0.3294,0.3555,0.3555,0.3555,0.9412,0.0,0.7686,0.8745,0.9609,3.5452,0.9686,7.3856,0.4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,4339,81,60,75,45,57,34,464,142,13,20,0,13,35,45,0,13,8.2,6.4,2.9,1.8,2.2,1.4,18.2,6.3,0.5,0.8,0.0,1.5,1.4,1.7,0.0,1.5
10,Delaware,DE,10003,New Castle County,10003011202,Census Tract 112.02; New Castle County; Delaware,1.442385951928,4046,557,1572,118,1536,114,187,91,23,26,271,106,133,92,56,52,1060,202,865,402,407,116,91,83,28,58,777,795,18,23,243,77,9,19,28,24,0,13,4.6,2.2,1.2,1.3,17.6,6.8,4.6,3.1,1.4,1.3,26.2,5.8,21.4,7.6,10.1,2.9,5.9,5.4,0.7,1.5,19.2,19.5,1.1,1.5,15.5,4.9,0.6,1.2,1.8,1.6,0.0,0.3,0.0706,0.0784,0.2588,0.3125,0.0706,0.7909,0.051,0.7617,0.5273,0.2,0.5765,0.3633,2.4288,0.4941,0.2695,0.2695,0.2695,0.3451,0.8353,0.4078,0.2627,0.0,1.8509,0.3412,5.3401,0.1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5107,152,72,299,198,65,63,275,68,1,2,0,13,137,108,0,13,9.9,4.7,7.4,5.1,1.6,1.6,6.8,1.8,0.0,0.1,0.0,0.9,3.4,2.6,0.0,0.9
10,Delaware,DE,10003,New Castle County,10003011203,Census Tract 112.03; New Castle County; Delaware,1.040284657252,4740,570,2194,243,2099,259,1307,625,46,45,723,282,120,119,116,96,689,98,1238,336,327,175,223,199,44,65,2573,756,711,250,76,69,63,70,94,108,0,13,27.6,12.8,1.7,1.7,34.4,12.7,3.6,3.6,2.4,2.1,14.5,2.4,26.1,4.8,6.9,3.7,10.6,9.4,1.0,1.5,54.3,14.6,32.4,10.8,3.5,3.2,3.0,3.3,4.5,5.1,0.0,0.3,0.8235,0.1294,0.8078,0.2305,0.2,2.1912,0.4039,0.3086,0.8242,0.0627,0.8118,0.4414,2.4487,0.5137,0.7734,0.7734,0.7734,0.9216,0.6314,0.8039,0.5373,0.0,2.8942,0.7843,8.3075,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2714,161,147,1589,691,40,50,476,288,0,13,0,13,468,306,0,13,7.7,7.1,33.5,13.3,0.8,1.0,10.0,5.9,0.0,0.8,0.0,0.8,9.9,6.4,0.0,0.8
10,Delaware,DE,10003,New Castle County,10003011204,Census Tract 112.04; New Castle County; Delaware,1.246600963666,3391,362,1420,169,1367,172,429,196,73,60,182,66,107,65,0,13,1033,297,698,160,603,302,70,55,0,52,824,502,152,72,0,13,17,18,24,39,0,13,12.7,5.6,4.9,3.9,13.3,4.5,4.2,2.6,0.0,1.1,30.5,6.9,20.6,4.3,17.8,7.6,5.1,4.0,0.0,1.6,24.3,14.6,10.7,4.9,0.0,2.6,1.2,1.3,1.8,2.8,0.0,0.4,0.3882,0.5176,0.0941,0.2813,0.0,1.2812,0.1451,0.8203,0.4883,0.8118,0.5098,0.0,2.6302,0.6039,0.3477,0.3477,0.3477,0.6667,0.0,0.5451,0.2627,0.0,1.4745,0.1765,5.7336,0.2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544,23,25,211,151,90,102,323,204,0,13,0,13,200,150,0,13,1.7,1.9,6.2,4.3,2.7,3.0,9.5,5.9,0.0,1.1,0.0,1.1,5.9,4.4,0.0,1.1
10,Delaware,DE,10003,New Castle County,10003011205,Census Tract 112.05; New Castle County; Delaware,0.591632974946,2142,334,901,187,860,182,232,177,37,35,69,55,23,22,10,18,647,258,441,124,200,107,54,51,57,62,260,439,0,18,0,13,0,18,9,11,5,4,10.8,8.1,3.4,3.1,8.0,6.2,1.4,1.3,0.5,0.8,30.2,9.0,20.6,4.7,9.3,4.5,6.3,5.8,2.9,3.1,12.1,20.4,0.0,2.0,0.0,4.1,0.0,2.1,1.0,1.2,0.2,0.2,0.3294,0.3451,0.0196,0.0898,0.0275,0.8114,0.0627,0.8164,0.4883,0.1647,0.6039,0.7734,2.8467,0.7098,0.1328,0.1328,0.1328,0.0,0.0,0.0,0.1608,0.5273,0.6881,0.0353,4.479,0.0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,13,13,166,160,52,46,42,41,0,13,0,13,0,13,0,13,1.5,1.5,7.7,6.9,2.4,2.1,2.0,1.9,0.0,1.7,0.0,1.7,0.0,1.7,0.0,1.7
10,Delaware,DE,10003,New Castle County,10003011206,Census Tract 112.06; New Castle County; Delaware,1.237940695806,4201,539,1628,155,1544,149,208,123,26,28,182,91,25,24,129,115,1163,179,1022,347,454,132,32,29,7,51,250,810,61,34,0,13,0,18,35,25,48,2,5.0,2.9,1.4,1.6,11.8,5.8,0.8,0.8,3.1,2.8,27.7,5.3,24.3,5.7,10.9,3.3,2.0,1.9,0.2,1.2,6.0,19.3,3.7,2.1,0.0,2.3,0.0,1.2,2.3,1.6,1.1,0.1,0.0941,0.102,0.0627,0.0547,0.2902,0.6037,0.0275,0.7852,0.7383,0.2392,0.2118,0.2031,2.1776,0.3373,0.0469,0.0469,0.0469,0.4667,0.0,0.0,0.3255,0.7734,1.5656,0.2314,4.3938,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685,44,28,31,33,43,63,80,83,0,13,0,13,96,118,0,13,2.8,1.8,0.7,0.8,1.0,1.5,1.9,2.1,0.0,0.9,0.0,0.9,2.3,2.9,0.0,0.9
10,Delaware,DE,10003,New Castle County,10003011300,Census Tract 113; New Castle County; Delaware,0.580154162486,2251,284,1079,226,1050,223,108,51,14,17,255,147,58,44,91,65,722,243,366,86,472,232,38,23,13,51,313,398,230,184,0,13,1,13,320,223,26,12,4.9,2.2,1.3,1.6,24.3,13.0,3.3,2.5,4.1,2.9,32.1,8.4,16.3,3.6,21.2,8.6,3.6,2.1,0.6,2.4,13.9,17.6,21.4,16.5,0.0,3.4,0.1,1.2,30.5,15.9,1.2,0.5,0.0863,0.0941,0.5176,0.2109,0.4078,1.3167,0.1608,0.8398,0.2813,0.9137,0.3686,0.3477,2.7511,0.6627,0.1641,0.1641,0.1641,0.8314,0.0,0.3373,0.9843,0.7813,2.9343,0.7961,7.1662,0.4314,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,2250,171,184,103,63,80,75,77,54,4,8,0,13,49,44,0,13,16.3,15.3,4.6,2.8,3.6,3.3,3.4,2.5,0.2,0.4,0.0,1.6,2.2,2.0,0.0,1.6
10,Delaware,DE,10003,New Castle County,10003011400,Census Tract 114; New Castle County; Delaware,1.472069087586,3378,548,1247,118,1194,124,262,256,237,300,210,75,51,43,124,103,708,99,776,192,248,101,49,55,42,62,392,763,96,60,0,13,9,19,52,36,50,9,7.9,7.6,13.5,14.2,17.6,6.0,2.1,1.8,3.7,2.9,21.0,3.9,23.0,5.3,7.5,3.3,4.1,4.6,1.3,2.0,11.6,22.5,7.7,4.8,0.0,3.0,0.8,1.6,4.4,3.0,1.5,0.1,0.1843,0.949,0.2588,0.1445,0.3804,1.917,0.3373,0.6133,0.6602,0.0824,0.4196,0.5156,2.2911,0.4078,0.1289,0.1289,0.1289,0.5961,0.0,0.4431,0.5255,0.7969,2.3616,0.5608,6.6986,0.3529,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3654,110,61,158,96,29,44,111,95,0,13,0,13,83,50,11,16,9.2,5.1,4.7,2.8,0.9,1.3,3.3,2.8,0.0,1.1,0.0,1.1,2.5,1.5,0.3,0.5
10,Delaware,DE,10003,New Castle County,10003011500,Census Tract 115; New Castle County; Delaware,0.68137543501,3086,372,1323,190,1323,190,222,143,165,76,186,129,105,93,132,113,488,112,610,140,399,171,0,18,11,54,450,567,3,14,0,13,0,18,3,7,9,6,7.2,4.6,8.9,3.8,14.1,9.5,4.5,3.8,4.4,3.6,15.8,4.1,19.8,4.0,13.3,5.3,0.0,1.4,0.4,1.8,14.6,18.3,0.2,1.1,0.0,2.8,0.0,1.4,0.2,0.5,0.3,0.2,0.1647,0.8627,0.1255,0.3086,0.451,1.9125,0.3333,0.375,0.4375,0.4471,0.0,0.2813,1.5409,0.0706,0.1836,0.1836,0.1836,0.2667,0.0,0.0,0.0824,0.6563,1.0054,0.0706,4.6424,0.0902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2858,33,31,194,142,0,13,138,97,0,13,0,13,118,113,0,13,2.5,2.3,6.3,4.6,0.0,1.2,4.5,3.2,0.0,1.2,0.0,1.2,3.8,3.7,0.0,1.2
10,Delaware,DE,10003,New Castle County,10003011600,Census Tract 116; New Castle County; Delaware,0.727854007668,3295,543,1229,75,1220,75,142,89,31,35,131,57,57,58,145,163,661,85,869,247,123,59,46,33,13,52,418,753,23,40,0,13,11,23,32,42,85,3,4.4,2.7,1.8,2.0,10.7,4.6,2.5,2.5,4.5,4.4,20.1,3.2,26.4,3.9,3.8,2.0,3.8,2.7,0.4,1.7,12.7,22.8,1.9,3.3,0.0,3.0,0.9,1.9,2.6,3.3,2.6,0.4,0.0667,0.1373,0.0314,0.1719,0.4627,0.87,0.0706,0.582,0.8477,0.0,0.3922,0.2813,2.1032,0.2902,0.1406,0.1406,0.1406,0.3922,0.0,0.4667,0.3725,0.8672,2.0986,0.4353,5.2124,0.1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5564,22,26,214,203,51,40,72,74,0,13,0,13,51,49,30,49,1.8,2.1,6.5,5.9,1.5,1.2,2.2,2.3,0.0,1.1,0.0,1.1,1.5,1.5,0.9,1.5
10,Delaware,DE,10003,New Castle County,10003011700,Census Tract 117; New Castle County; Delaware,7.515866937428,4338,469,1997,222,1878,231,225,151,62,45,231,109,42,44,43,44,1293,179,933,166,611,239,30,31,41,58,690,581,302,121,0,13,0,18,17,20,7,8,5.2,3.5,3.0,2.2,12.3,5.6,1.3,1.3,1.0,1.0,29.8,4.2,21.5,2.8,14.1,4.7,1.6,1.6,1.0,1.4,15.9,13.3,15.2,5.8,0.0,1.9,0.0,1.0,0.9,1.0,0.2,0.2,0.102,0.2824,0.0784,0.082,0.0431,0.5879,0.0235,0.8125,0.5391,0.5451,0.1686,0.4414,2.5067,0.5529,0.207,0.207,0.207,0.7647,0.0,0.0,0.149,0.5273,1.441,0.1647,4.7426,0.1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16870,46,34,79,81,424,322,129,79,0,13,0,13,58,50,0,13,2.4,1.8,1.8,1.8,9.8,6.8,3.0,1.9,0.0,0.9,0.0,0.9,1.3,1.2,0.0,0.9
